air,ajar,aksi,alat,alias,ambil,anak,ancam,anggota,aniaya,api,arah,ayat,bahan,bakar,banjir,bantu,batas,bawa,bencana,beri,berita,bom,brankas,buah,bumi,bungkus,bunuh,butir,capai,cari,daerah,dagang,daging,dakwa,dampak,dana,dasar,data,daya,derajat,deras,edar,ganja,gas,gawai,geledah,gempa,genang,geng,getar,gudang,guna,guncang,hakim,hangus,harap,hektare,henti,himpun,hubung,hujan,hukum,humas,huni,ikan,ikat,impor,indikasi,informasi,inisial,isi,istri,jabat,jahat,jaksa,jalur,jam,jarak,jaring,jenazah,jiwa,kabid,kabur,kait,kamar,kampung,kanan,kantor,kasus,kawan,kebun,kejar,kelompok,keluarga,kembang,kena,kendara,keroyok,ketua,kios,kira,kirim,komisi,korupsi,kota,kuat,kunjung,lahan,landa,lantai,lapang,larang,lari,latih,laut,ledak,ledakan,lempar,letak,libat,lihat,lintas,luap,luas,luka,masyarakat,mata,mati,mayat,menahan,menang,menggerebek,menteri,minta,mobil,motor,muka,mukim,mula,narkoba,nilai,nyata,olah,operasi,pabrik,padam,padi,pajak,pakai,paksa,pelaku,penggerebekan,penjara,periksa,peristiwa,perkara,perkosa,pidana,pil,pimpin,potensi,proyek,pusat,putus,rampas,rampok,rangkai,razia,rekam,rekan,rektur,rendam,resah,richter,rugi,rusak,sabu,sebelah,sebut,sekolah,selidik,senjata,sentimeter,sepeda,serah,setinggi,sidang,sidik,sita,skala,suap,sungai,surat,tahan,tambah,tampak,tanam,tang,tegas,tektonik,tembak,temu,tenggara,terang,terima,teroris,terorisme,tiba,tim,timbul,timur,tindak,titik,toko,tsunami,tuju,tumpang,tuntut,turun,tutur,uang,ungkap,unit,urus,usaha,usia,vonis,wartawan,wilayah
0,0,0,3.035194,0,0,0,0,0,0,8.962861,0,0,0,31.736002,0,2.953706,0,0,0,0,0,0,0,0,0,3.466129,0,0,0,0,0,0,0,0,0,0,0,0,3.309041,0,0,0,0,0,0,0,0,0,0,0,22.76752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78996,0,0,0,2.849896,0,0,0,0,0,0,0,0,0,0,0,0,0,3.466129,0,0,0,3.243304,0,0,0,0,0,0,0,0,0,0,0,0,3.130105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.993002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.118011,0,0,0
5.21586,0,0,2.786042,0,0,0,0,0,0,7.314577,0,0,0,10.776192,0,0,3.373172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4444,0,0,0,0,15.183117,0,0,0,0,0,3.269762,0,0,0,0,0,0,0,0,0,0,0,0,3.269762,2.786042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104991,0,0,0,0,0,3.856755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.373172,0,5.503817,2.922651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.551703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.587718,0,0,3.652711,0,0,0,0,0,0,0,0,0,0,0,2.747313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.711243
0,0,0,1.667158,0,0,0,0,0,0,16.94898,0,0,0,25.669336,0,1.622398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.953888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.839125,0,0,0,0,0,0,0,0,0,0,0,0,1.532457,0,0,0,0,3.293464,0,0,0,0,0,0,0,0,1.475492,0,0,0,0,0,0,0,0,0,0,12.333826,0,0,0,0,0,0,0,0,1.643983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.598322,0,1.858016,0,0,0,0,0,0,0,0,0,0,0,0,1.692162,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10.788514,0,0,0,9.483577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.328665,0,0,0,0,0,0,12.817962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.328665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.312244,0,0,0,0,0,0,0,0,0,20.600574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26782,0,0,0,0,0,0,0,0,0,0,0,13.652807,0,0,0,3.328665,0,0,0,0,0,0,2.99372,0,0,0,2.666654,0,0,0,0,0,0,0,0,3.396132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.161799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.169915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.336614,0,0,0,23.700287,0,0,0,0,0,0,0,0,0,2.310242,0,0,0,0,2.336614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.426249,0,0,0,0,0,0,0,0,0,2.53739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.629154,0,0,0,0,0,0,0,0,5.835291,0,0,0,0,0,5.318891,10.074509,0,2.978967,0,0,0,0,0,0,0,4.959508,0,0,0,0,0,0,0,2.177585,0,0,0,0,0,0,0,0,0,0,7.895654,0,0,0,0,0,0,0,0,2.426249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.336614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60631,0,0,0,0,0,3.225838,0,0,0,0,0,0,0,0,2.497355,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23.402589,0,0,0,9.599219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.746304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.774864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.112875,0,0,0,0,0,0,0,0,0,0,3.412116,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285282,0,0,0,0,0,0,0,3.966555,0,0,15.799538,0,0,0,3.567423,0,0,0,0,0,3.828112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.803593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.926673,0,0,0,0,0,0,0,0,0,7.792114,2.786739,0,3.389315,16.367965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.171428,0,0,0,0,0,0,2.626722,3.113458,0,0,0,0,0,0,0,0,0,0,0,0,4.108546,0,0,0,3.725935,0,0,0,0,3.012445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.915803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.108546,0,0,0,0,3.012445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.241028,9.524167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.113458,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5.290036,0,0,5.558062,14.706427,0,2.43394,0,0,0,0,0,0,0,0,0,0,0,0,2.375205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.503689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46632,0,0,0,0,0,0,0,0,0,2.579297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.672576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21355,0,0,0,0,0,0,0,9.57315,0,22.150399,10.645377,0,0,0,0,0,0,0,0,4.682386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.501088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.623725,0,0,0,0,0,0,0,2.158197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.623725,0,0,0,2.5386,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11.049192,0,0,0,16.278208,0,0,0,0,5.517681,0,0,0,0,0,0,0,0,0,0,0,0,9.352406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.283364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.638277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.806038,0,0,4.150013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.690311,0,0,0,0,0,0,0,0,0,0,0,5.283364,0,0,0,0,0,0,0,0,0,0,3.661429,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21.795799,0,0,0,29.120053,0,0,0,0,0,0,4.164374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.825435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.427039,0,0,0,0,3.896661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.227393,0,0,0,0,0,0,0,0,0,0,4.064098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.424002,3.825435,0,0,0,0,0,0,0,0,0,0,0,13.289122,0,0,0,0,0,0,0,3.646628,0,0,3.825435,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15.829872,0,0,0,28.286632,0,0,0,0,0,0,6.885478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.857136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.300064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.325067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.034129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.202811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.325067,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8.295672,0,0,0,17.950243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.981228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.785916,0,0,0,0,0,0,0,0,0,0,0,0,4.868352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.059509,5.618799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.576287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.633554,0,19.252576,4.710403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.710403,0,0,0,0,0,0
0,0,0,5.087677,0,0,0,0,0,0,11.492484,0,0,0,16.93585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.537441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.042552,0,0,0,4.811309,0,0,0,0,2.711997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.671922,0,0,0,2.755473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.364744,0,0,0,0,0,0,0,0,0,0,14.170728,0,0,0,2.567829,0,0,0,0,2.63478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.671922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.802935,0,0,0,7.646821,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.937207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40669,0,0,0,0,0,0,0,3.194493,4.119641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.602127,0,0,0,0,0,0,0,3.682309,0,0,0,0,0,0,6.571571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461397,0,0,0,0,0,0,0,3.461397,0,0,0,0,0,0,0,0,0,0,0,0,0,6.934373,0,0,0,0,0,0,0,19.812971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.042974,0,0,0,3.912043,0,0,6.103008,0,0,0,0,3.912043,0,0,2.855508,0,3.028957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.008567,3.619956,0,4.24993,3.56284,0
0,0,0,0,0,0,0,2.533427,0,0,0,4.646067,3.010401,0,0,0,0,0,0,0,2.765384,0,0,0,0,0,0,0,0,2.503446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093817,0,0,0,0,0,0,6.21124,0,0,0,5.313612,0,0,0,0,0,2.399038,3.093817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.523605,0,0,0,0,7.693283,0,0,0,0,0,0,4.646067,0,0,0,0,0,0,0,20.741993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.565352,0,0,0,0,0,0,0,0,0,5.556878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.256649,0,0,0,2.675663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.636125,0,0,0,0,0,2.675663,0,0,0,0,0,0,0,0,0,0,0,0,5.422039,2.47519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.765384,0,0,0,0,0,0,0,0,0,4.215763,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.027157,0,0,0,5.551521,3.597086,0,0,0,0,0,0,0,3.304318,0,0,0,0,0,0,0,0,2.991333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.092669,0,0,0,6.349161,0,0,0,0,0,2.866577,3.696759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.405193,0,0,0,0,9.192596,0,0,0,0,0,0,5.551521,0,0,0,0,0,0,0,14.783669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.434063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.696438,0,0,0,3.197113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14987,0,0,0,0,0,3.197113,0,0,0,0,0,0,0,0,0,0,0,0,9.029604,2.957571,0,0,0,0,0,0,2.562389,0,0,0,0,0,0,0,0,0,3.304318,0,0,0,0,0,0,0,0,0,2.740402,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.004715,0,0,0,0,0,0,0,2.21476,0,0,0,0,0,0,0,0,0,2.6005,5.57624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.051544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.497831,0,0,0,0,0,0,0,0,0,4.807641,0,0,0,0,0,0,0,2.6005,0,0,0,5.01233,0,0,0,0,0,0,0,0,14.853311,0,2.856171,0,0,0,0,0,0,0,0,0,0,2.433637,0,0,0,0,0,0,0,0,0,0,0,2.856171,0,0,0,0,0,2.779163,2.260399,2.285064,2.552966,0,0,0,0,0,1.97974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153853,0,0,0,4.807641,0,7.520906,0,0
0,5.900836,0,0,0,0,2.658404,0,0,0,0,0,0,0,0,0,0,0,0,0,2.936554,0,0,0,2.628399,0,0,0,0,0,0,0,0,0,0,0,0,0,2.936554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.936554,0,0,0,0,0,2.547532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.628399,0,0,0,0,0,0,12.3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.749813,0,0,6.906936,2.760383,0,0,0,0,3.196738,0,0,5.240673,0,0,0,0,0,0,0,0,0,0,0,0,0,2.886829,0,0,0,0,0,3.514231,0,0,0,0,0,0,0,0,0,0,0,0,2.799296,0,0,0,0,0,0,0,0,0,5.765443,0,0,2.886829,0,0,0,0,0,16.201885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389219,0,0,0,0,0,3.196738,0,0,0,0,0
0,0,0,0,0,0,2.846199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.418564,0,1.86868,0,1.670304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701404,0,0,0,0,0,0,1.701404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.684007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.269665,0,0,0,0,0,0,0,0,3.35638,0,0,1.998885,0,1.409181,0,0,0,0,0,1.642021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.642021,0,1.616113,0,0,0,17.436979,0,0,0,0,0,0,3.928647,1.735889,3.35638,0,0,0,4.471389,0,0,0,2.846199,0,0,0,0,0,0,0,1.86868,1.642021,0,0,0,0,0,2.768339,0,0,0,0,3.442013,0,0,0,0,1.373942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.409181,2.54634,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.224999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.026485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.351629,0,0,0,0,0,0,3.285046,0,0,0,0,0,0,0,0,0,3.859419,0,0,0,0,0,0,0,0,2.825868,0,0,0,0,10.386607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.489197,8.245454,0,0,0,0,0,0,3.17039,0,0,0,0,0,0,0,0,0,0,0,0,6.996473,0,3.17039,0,0,0,3.426202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285046,0,0,0,0,0,0,0,3.510739,0,0,0,0,0,0,0,0,0,0,10.232066,2.991721,0,0,0,5.755441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.421756,0,0,0,0,0,0,0,0,0,0,0,0,4.515378,0,0,14.765317,0,3.421756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.968456,0,0,0,0,4.276489,0,0,0,0,0,3.828143,0,0,0,0,0,0,0,0,0,0,5.597296,0,0,0,0,2.749697,0,0,0,0,0,0,0,0,0,9.266162,0,0,0,0,3.949213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.998273,0,0,0,0,0,0,0,0,0,0,0,4.094881,0,0,0,0,0,0,0,0,3.216475,0,0,0,0,0,0,0,0,0,0,0,8.683561,0,0,0,6.322897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.635234,0,0,0,0,0,0,0,0,0,0,0,0,2.814634,0,0,0,0,0,0,0,6.574814,0,0,0,0,0,0,0,0,2.886822,2.837797,0,3.724928,0,0,0,0,0
0,0,0,3.513106,0,0,0,3.376242,0,0,0,0,7.807027,0,0,0,0,0,0,0,3.685365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.123061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.961532,0,0,0,0,0,0,3.298631,0,0,6.584053,0,0,0,0,0,0,0,0,4.86324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23561,3.007386,0,0,0,0,0,0,0,4.410348,0,0,0,0,0,0,0,0,3.830072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402321,0,0,23.178355,0,3.685365,0,0,0,0,0,2.857878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.109221,0,0,0,0,0,0,0,0
0,0,2.155114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.445848,0,0,0,0,0,0,0,0,0,0,0,0,0,3.981617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434054,0,0,0,0,0,0,2.288029,2.053531,0,0,0,0,0,2.392838,0,0,2.392838,0,0,0,28.614444,0,0,0,0,0,0,0,0,0,0,0,2.585911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.156329,2.392838,0,9.512226,0,0,0,0,0,0,2.229889,0,0,0,0,0,0,0,0,0,6.399759,0,0,0,0,0,0,0,0,2.723136,0,0,0,3.793718,0,0,2.649715,4.583711,0,0,2.355083,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.294763,3.150115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25538,0,0,0,0,0,0,0,3.462978,0,0,0,0,0,0,0,0,4.733547,0,0,0,0,6.142012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78889,0,0,0,0,0,0,0,0,0,0,2.844726,0,0,0,0,0,0,0,0,0,2.36138,0,2.844726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.007349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.174092,2.844726,0,0,8.419745,0,0,0,0,0,0,2.651004,0,0,0,2.243988,0,2.380292,2.684411,0,0,0,0,0,0,0,0,0,0,0,0,3.339788,0,0,0,2.399881,0,9.109943,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.022939,0,0,0,0,0,0,0,0,0,0,0,0,13.580238,0,0,0,2.205436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.186346,0,0,0,0,0,0,2.924574,0,0,0,0,0,0,0,6.443087,0,2.569842,0,0,0,0,0,0,0,4.74493,0,0,0,0,0,0,2.290581,0,0,0,0,2.100677,0,0,0,0,0,0,0,0,0,0,0,0,0,11.032638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205436,0,0,0,0,0,4.548274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.252897,0,0,0,0,0,0,0,8.630319,0,0,0,0,0,0,0,0,0,2.569842,0,5.386917,0,0,0,0,0,0,2.39484,0,0,0,0,0,0,8.921845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.812175,2.167983,0,0,0,0,0,0,0
