air,ajar,aksi,alat,alias,ambil,anak,ancam,anggota,aniaya,api,arah,ayat,bahan,bakar,banjir,bantu,batas,bawa,bencana,beri,berita,bom,brankas,buah,bumi,bungkus,bunuh,butir,capai,cari,daerah,dagang,daging,dakwa,dampak,dana,dasar,data,daya,derajat,deras,edar,ganja,gas,gawai,geledah,gempa,genang,geng,getar,gudang,guna,guncang,hakim,hangus,harap,hektare,henti,himpun,hubung,hujan,hukum,humas,huni,ikan,ikat,impor,indikasi,informasi,inisial,isi,istri,jabat,jahat,jaksa,jalur,jam,jarak,jaring,jenazah,jiwa,kabid,kabur,kait,kamar,kampung,kanan,kantor,kasus,kawan,kebun,kejar,kelompok,keluarga,kembang,kena,kendara,keroyok,ketua,kios,kira,kirim,komisi,korupsi,kota,kuat,kunjung,lahan,landa,lantai,lapang,larang,lari,latih,laut,ledak,ledakan,lempar,letak,libat,lihat,lintas,luap,luas,luka,masyarakat,mata,mati,mayat,menahan,menang,menggerebek,menteri,minta,mobil,motor,muka,mukim,mula,narkoba,nilai,nyata,olah,operasi,pabrik,padam,padi,pajak,pakai,paksa,pelaku,penggerebekan,penjara,periksa,peristiwa,perkara,perkosa,pidana,pil,pimpin,potensi,proyek,pusat,putus,rampas,rampok,rangkai,razia,rekam,rekan,rektur,rendam,resah,richter,rugi,rusak,sabu,sebelah,sebut,sekolah,selidik,senjata,sentimeter,sepeda,serah,setinggi,sidang,sidik,sita,skala,suap,sungai,surat,tahan,tambah,tampak,tanam,tang,tegas,tektonik,tembak,temu,tenggara,terang,terima,teroris,terorisme,tiba,tim,timbul,timur,tindak,titik,toko,tsunami,tuju,tumpang,tuntut,turun,tutur,uang,ungkap,unit,urus,usaha,usia,vonis,wartawan,wilayah
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.960862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.522729,0,0,6.61979,0,0,9.805805,0,0,0,0,0,6.41685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.236033,0,0,0,0,0,0,0,0,6.863964,0,0,0,6.61979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.168381,0,6.41685,0,0,5.192369,0,0,0,0,0,0,0,0,0,0,5.842444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.058546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.653452,0,0,30.929215,0,0,0,0,2.461411,3.396645,0,0,0,0,0,0,2.847507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.292516,0,0,0,0,0,0,0,2.57876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997785,0,0,0,0,2.766431,0,0,0,0,3.396645,0,0,0,0,0,0,0,0,0,2.57876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.252157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.058546,0,0,0,0,0,10.322211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997785,0,0,0,0,0,0,0,0,0,6.922071,0,0,0,0,0,0,0,0,2.766431,0,3.521932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73011
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.742296,0,0,0,0,0,0,0,25.400407,0,0,6.377063,0,0,15.560779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86071,0,0,0,0,0,0,5.26708,0,6.612284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.102855,0,0,0,0,0,0,0,0,0,0,6.905539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.848104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.292245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04578,0,4.983766,0,0,0,0,0,0,0,22.045132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.534683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.292245,0,0,0,0,0,0,0,0,0,4.507777,0,0,0,0,0,0,0,0,5.738832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.534683,0,9.63622,0,0,0,0,0,0,0,0,0,0,0,0,5.365009,0,0,0,0,0,0,0,0,0,0,0,0,0,4.884758,0,0,0,0,0,0,0,0,0,0,0,0,6.328144,0,4.448594,0,0,0,0,0,0,0,0,0,5.738832,0,0,0,0,0,0,0,0,0,0,0,0,0,8.421313
0,0,0,0,0,0,0,0,0,0,0,6.280633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.292502,17.295006,0,0,0,0,0,0,14.4774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.098632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.596011,0,0,12.489516,0,0,0,0,0,8.397353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.397353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.292502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.397353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.513925,0,0,0,0,8.848226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.565893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.268272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.460227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54473,0,0,0,8.003152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.672447,0,0,0,0,0,0,0,0,0,10.188778,0,0,0,0,0,0,0,0,0,0,10.188778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.442783,0,0,0,0,0,6.199364,0,0,0,0,0,5.230198,6.199364,6.442783,0,0,0,0,0,0,0,18.026645,0,0,7.154984,0,0,10.59858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.827447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.154984,0,12.457262,0,0,0,0,0,0,0,0,0,0,7.747927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.314791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.360055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.871231,0,0,0,6.088035,0,0,0,0,0,0,0,0,0,0,0,22.393408,0,0,0,0,0,8.327972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.578993,0,0,0,0,0,0,0,0,5.829496,0,0,0,5.622122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.829496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.088035,0,0,0,0,4.409828,0,0,0,0,0,0,0,0,0,0,4.961929,0,0,0,0,0,0,0,0,0,5.829496,0,3.777478,6.428118,0,0,0,0,0,0,0,0,0,0,0,5.829496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11497,0,0,0,3.326956,0,0,0,0,6.561139,0,0,0,0,0,0,30.224606,0,0,3.072346,0,0,0,0,0,2.662004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.711568,0,0,0,0,2.502303,0,0,0,0,3.072346,0,0,3.512803,0,0,0,0,0,0,0,0,0,0,0,2.616928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.964065,0,7.931756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.711568,0,0,0,0,0,0,0,0,0,3.185671,0,0,0,0,0,0,0,0,0,5.485618,3.185671,0,0,0,3.185671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.359625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.423192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.501324,0,0,0,2.050011,0,14.864845,0,0,0,0,0,2.026873,0,0,0,1.756049,0,0,0,2.533451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.759565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.313107,0,0,0,0,0,2.22616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.533451,0,2.100704,1.984246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.167484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.533451,0,0,0,0,0,0,0,0,2.074562,0,0,0,0,0,2.22616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.405785,0,6.43787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.191036,0
2.413288,0,12.764077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.76294,0,0,0,0,0,0,0,0,0,0,2.484014,0,0,0,0,0,0,0,3.072347,0,0,0,0,0,5.158856,0,0,0,0,0,0,0,0,0,2.249574,0,0,0,0,0,2.668114,0,0,0,0,0,0,6.527244,0,0,0,0,0,0,0,6.038448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.963053,0,0,0,0,0,0,0,0,0,0,0,17.225709,0,0,0,0,0,0,0,9.456276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.794775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.324132,0,0,0,0,4.834649,0,0,0,0,0,0,0,0,0,0,0,0,1.990862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381604
0,0,0,0,4.14104,0,11.723703,0,6.382883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.764074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.330731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.747815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.795646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.086671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.86486,0,0,0,0,0,0,9.88019,0,0,0,0,0,3.328592,0,0,0,0,0,0,0,8.122763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.187015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.663449,0,0,0,0,0,0,0,0,0,0,0,0,0,6.083264,0,0,0,0,0,0,0,0,3.598185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.305494,0,0,0,0,0,0,3.328592,0,0,0,0,0,0,0,0,0,0,12.689801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.453246,0,0,0,6.636764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08418,0,0,0,0,0,0,0
2.12929,0,0,0,0,0,0,0,0,6.92927,0,0,0,0,0,0,0,0,1.756575,0,0,0,0,0,0,0,0,0,0,0,2.30736,0,0,0,0,0,0,0,0,2.354127,0,0,0,0,2.614358,0,0,0,0,6.814129,0,0,0,0,0,0,0,0,4.551756,2.534211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.159306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.191692,0,0,0,5.759111,5.327837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.159306,0,0,0,0,0,0,2.101334,0,0,0,0,7.362114,0,0,0,0,0,0,0,0,0,0,10.717123,0,0,2.465883,0,0,0,0,0,0,0,0,0,0,0,5.027835,0,0,0,2.12929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.144644,0,0,0,0,0,0,0,2.534211,0,0,0,0,0,3.859874,0,0,0,0,0,0,0,0,0,0,2.027481,0,0,0,0,0,0,0,0,0,0,0,0,2.12929,2.12929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.191692,0
0,0,0,0,1.899761,0,1.829577,0,9.509118,4.16471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.754101,0,0,1.690298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624066,0,0,0,5.513606,2.021007,0,0,0,0,0,0,0,0,0,0,0,0,10.499094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.805878,0,0,0,0,0,0,0,0,0,12.22744,0,0,0,0,0,0,0,0,0,0,0,11.481671,0,1.851488,0,0,0,0,0,0,2.332541,0,0,4.16471,0,0,0,0,0,0,0,2.200071,0,0,0,0,4.414325,0,1.926542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789402,0,2.021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.267465,0,6.891453,2.660977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.968884,0,0,2.094851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.504711,0,0,0,0,0,0,0,0,0,0,0,0,6.540802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71677,0,0,0,0,0,0,0,0,0,16.805709,0,0,0,0,0,0,0,0,0,0,0,6.173454,0,2.294619,0,0,0,0,0,0,5.662602,0,0,5.161484,0,0,0,0,0,0,0,2.726633,0,0,0,0,5.470841,0,2.387637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.217674,0,2.504711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.077256,0,0,0,0,0,0,0
0,0,1.987775,0,2.110369,0,3.825575,0,9.101211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.682518,0,0,0,0,0,0,0,0,0,0,2.172217,0,0,0,0,0,0,0,5.280493,0,0,0,0,0,4.511309,0,0,2.140118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.707935,0,2.245056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.802411,0,0,0,0,0,0,0,0,0,2.333208,0,0,0,0,0,15.063513,0,0,0,0,0,0,0,0,0,0,0,0,0,2.056743,0,0,0,3.351289,0,0,0,0,0,2.385121,0,0,0,0,0,0,0,7.067818,0,0,0,0,4.903696,0,0,0,0,0,0,0,2.172217,0,0,5.904031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.861913,0,0,0,0,0,0,0
0,5.022558,0,0,8.624771,0,0,0,7.002245,5.134309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.799824,0,0,0,0,0,4.92278,0,0,0,0,0,0,4.077271,0,0,0,0,0,0,0,0,0,0,0,8.930294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.832798,0,0,0,0,0,3.8836,0,0,0,0,0,4.750963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.257745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.134309,0,0,0,0,10.925894,0,0,0,0,0,0,0,10.555894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.375035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.51363,0,0,0,9.4227,0,7.492994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.813764,0,0,0,0,0,0,0,0,0,0,0,0,2.362566,0,0,0,0,0,0,5.128487,0,0,0,0,2.830275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.148015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.769091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.640576,0,0,0,2.677228,0,0,0,0,0,4.51363,0,0,0,0,0,0,0,0,0,0,4.782455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.44443,7.896131,7.74785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.759796,0,0,0,0,0,3.261715,0,0,0,0,0,0,0,0,0,0,0,3.907425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.637813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.602568,0,0,0,0,0,3.696131,0,0,0,0,0,0,0,0,0,12.82956,0,0,0,0,3.696131,0,0,0,0,0,0,0,0,0,0,0,3.829801,0,0,3.696131,0,6.947546,0,0,0,0,0,0,8.212223,0,0,0,0,0,0,0,8.212223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.994365,0,0,0,0,0,0,0,0,0,0,0,0,7.22435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.637813,0
2.491009,0,0,0,0,0,0,0,0,0,0,2.371905,0,0,0,0,2.458304,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69933,0,0,0,0,0,0,0,0,0,0,0,0,0,5.991043,0,0,0,0,0,0,0,2.216356,0,0,0,0,0,5.324999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05848,0,0,0,0,5.091885,0,0,0,0,0,0,0,0,0,2.564013,0,0,0,6.737457,18.479424,0,0,0,0,0,0,6.232919,0,0,0,0,0,0,0,2.526125,0,0,0,0,2.964717,0,0,0,0,0,0,2.371905,0,0,0,0,0,0,0,0,2.491009,0,5.5474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.039847,0,0,0,0,0,0,0,0,0,0,0,5.324999,0,0,0,0,0,0,5.324999,0,0,0,0,0,0,0,0,0,0,0,0,0,2.398982,0,0,0,0,0,0,0,0,0,0,0,2.649989,0,0,0,0,0,2.054979,0,0,0,0,0,2.491009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10.473358,0,0,0,0,0,5.535796,2.800358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.890472,0,0,2.204578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.512701,0,0,0,0,0,0,0,0,3.29434,0,0,0,0,0,0,7.191144,0,0,0,0,3.154441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.628909,2.309683,2.550387,0,0,2.359301,2.591273,0,2.684985,0,0,0,0,0,0,0,12.4711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.150991,0,0,0,4.870766,0,0,0,0,0,0,0,0,3.154441,0,0,0,0,0,2.948963,0,0,0,0,0,0,0,0,2.414811,0,0,0,0,0,0,0,0,0,0,0,0,4.535775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.018379,0,0,0,0,0,0,0
0,0,0,0,0,0,8.0073,0,0,9.396943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.344451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695334,0,0,0,0,0,0,0,0,0,0,8.845109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.895606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.107864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.009798,0,0,0,0,0,0,0,0,0,0,0,9.895606,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.831469,0,0,0,0,0,0,0,6.859088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10.862127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.108709,0,0,0,0,2.132781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.604568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.893212,0,0,0,6.427339,0,0,0,2.158323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.185521,0,0,0,0,3.958161,2.316042,2.355935,0,0,2.448442,0,0,0,0,0,18.914801,0,0,0,0,0,2.214596,0,2.316042,0,0,0,0,0,0,0,2.502919,0,1.922525,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564675,0,0,0,0,2.63574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.316042,0,0,0,4.990781,2.085948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.279499,0
