@relation document

@attribute text string

@data
'[bengawan solo, parengan soko rengel plumpang tuban merakurak, pelaksana tugas harian, plh, dinas pertanian, bengawan solo]'
'[antara news, kk, desa malupan fatul]'
'[sungai wulan, ngelo kulon, sungai wulan mi al islam mijen mi, kantor pengairan, sd pecuk, sungai wulan, ngelo kulon]'
'[traffic manajement center, tmc, polda metro jaya, mall central park tomang, kantor indosiar, kemang fatmawati kuningan, balai kartini]'
'[desa air upik, dihaji fahrudin, kades kuripan sahropi, kapolsek buay sandang aji, a musrin sh]'
[]
'[badan penanggulangan bencana daerah, bpbd, hasan limonu, tuloa molintogupo, lomaya boidu, dinas sosial tenaga kerja, taruna siaga bencana, tagana]'
'[bnpb sutopo purwo nugroho, krueng jeulanga, krueng ulim, krueng beuracan, bpbd pidie jaya, tni polri skpd]'
'[sugai ciliwung, kampung pulo usep tahrudin, sungai ciliwung, gang v, kampung pulo]'
'[antara news]'
'[sungai kuantan, sungai kuantan, kuantan hilir seberang]'
'[sungai cimande]'
'[antara nedws, monumen kota, sally nawali, sd negeri, sd negeri rongtengah, smp negeri, sd negeri dalpenang, sdlb]'
'[badan penanggulangan bencana daerah, bpbd, sungai mahakam]'
'[kawah timbang, kawah sileri, pusat data informasi, penanggulangan bencana, bnpb, sutopo purwo nugroho, balai desa batur, sma batur, smp batur]'
'[unit program, perencanaan internasional saleh mangi, kantor inggris, mohammad ashraf, ali imran, angkatan darat]'
'[antara news, badan meteorologi klimatologi, stasiun geofisika kotabumi, ls, bt]'
'[antara news, badan meteorologi klimatologi, stasiun geofisika kotabumi, ls, bt, ogan komering ulu sumsel]'
'[skala richter, sr, bmkg, lu, bt]'
'[kefamenanu kompas, skala richter, sr, ntt, bmkg klas, ttu, kefamenanu sefnat besie]'
'[geofisika badan meteorologi klimatologi, bmkg, skala richter, sr, stasiun geofisika bmkg banjarnegara ahmad lani, pusat vulkanologi, mitigasi bencana geologi, pvmbg, kawah timbang]'
'[sr, ntt, bmkg, kelas i]'
'[badan meteorologi klimatologi, bmkg]'
'[badan meteorologi klimatologi, bmkg, kasi observasi bmkg tabing]'
'[badan meteorologi klimatologi, bmkg, heri ruslan, qs al-baqarah, ustaz fadzlan, konsep al fatihah isi komentar]'
'[skala richter, pelayanan data, informasi bmkg]'
'[antara news, mbd, bmkg, ls, bt, badan penanggulangan bencana daerah, bpbd, bpbd mbd, pasifik indo, lempeng indo, lempeng pasifik]'
'[badan meteorologi klimatologi, geofisika stasiun geofisika, bmkg stasiun]'
'[skala richter]'
'[sr, badan meteorologi klimatologi, bmkg, pusat kendali operasi, pusdalops, ls]'
'[kepolisian daerah, polda, metro jaya, polda metro, institusi sub, bidang hubungan masyarakat polda metro jaya kombes pol rikwanto, sumatra garut]'
'[markas polrestabes]'
'[nur rohman, kalialang baru rt, gabungan resmob polrestabes, polsek gajahmungkur, edi saputro, rio wahyu, setyo nugroho, budi setyono, purwodadi kabupaten grobogan, nur rohmad, nur rohman]'
'[stadion utama, pekan olahraga, pon, satuan reserse kriminal, kasat reskrim, polresta pekanbaru, arief fajar satria, atit abang, polresta pekanbaru, kantor polresta pekanbaru]'
'[antara news, satuan reserse kriminal, kasat reskrim, polresta pekanbaru, arief fajar satria]'
'[bagian penerangan, mabes polri agus rianto, wrong the syindicate, wtc, agus polda, smk yogyakarta, bripka sudarmaji]'
'[kasat reskrim polresta pekanbaru akp arif fajar, xtc pekanbaru mardirjo, arif fajar, polresta pekanbaru, fitra zakaria ari zulkarnain, yamaha mio]'
'[xtc pekanbaru, satuan reserse kriminal polresta pekanbaru kompol arief fajar satria, kepolisian resort kota, polresta, polresta pekanbaru, sekolah menengah, sma, arief fajar]'
'[antara news, stadion utama, pekan olahraga, satuan reserse kriminal polresta pekanbaru kompol arief fajar satria, polresta pekanbaru, kantor polresta pekanbaru]'
'[aparat kepolisian resort kota, polresta, polresta pekanbaru kombes, pol, adang ginanjar, kombes adang, kasat lantas, polresta pekanbaru, m mustofa]'
'[resmob polrestabes, ke-tiganya rio wahyu, setio nugroho, budi setyono, ngawur rejo, kapolsek gajahmungkur kompol, rio wahyu, nur rohman, satreskrim polsek gajahmungkur, satria pamungkas]'
'[kasat reskrim polresta pekanbaru akp arif fajar, motor xtc pekanbaru mardirjo alias klewang, geng motor xtc pekanbaru, bambang suprianto, jl nusa indah pasir]'
'[antara news, kapolsek astajapura, daftar pencarian orang, dpo]'
'[kalialang baru, nur rohman, kalialang baru rt, nur rohman, nur rohman, nur rohman, nur rohman, nur rohman, ivan oktavianus, nur rohman]'
'[pusat data informasi, penanggulangan bencana, bnpb, sutopo purwo nugroho, posko suwanting, dampo awang, bpbd magelang, balai desa wonolelo]'
