@relation 'document-trendanalisis.main.tools.weka.CoreWekaTFIDF-R1-W1000-prune-rate-1.0-C-I-N3-L-stemmerweka.core.stemmers.NullStemmer-stopwords-handlertrendanalisis.main.tools.weka.StopwordRecognizer-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \"\\\"\\r\\n\\t.,;:\\\'\\\"()?!1234567890&#/[]{}\"'

@attribute air numeric
@attribute ajar numeric
@attribute aksi numeric
@attribute alias numeric
@attribute anak numeric
@attribute anggota numeric
@attribute aniaya numeric
@attribute api numeric
@attribute arah numeric
@attribute ayat numeric
@attribute bahan numeric
@attribute bakar numeric
@attribute banjir numeric
@attribute bantu numeric
@attribute bawa numeric
@attribute beri numeric
@attribute berita numeric
@attribute bom numeric
@attribute buah numeric
@attribute bumi numeric
@attribute bunuh numeric
@attribute capai numeric
@attribute daerah numeric
@attribute daging numeric
@attribute dakwa numeric
@attribute dasar numeric
@attribute data numeric
@attribute daya numeric
@attribute derajat numeric
@attribute deras numeric
@attribute edar numeric
@attribute ganja numeric
@attribute gas numeric
@attribute gawai numeric
@attribute gempa numeric
@attribute genang numeric
@attribute geng numeric
@attribute getar numeric
@attribute gudang numeric
@attribute guna numeric
@attribute guncang numeric
@attribute harap numeric
@attribute hektare numeric
@attribute hubung numeric
@attribute hujan numeric
@attribute hukum numeric
@attribute indikasi numeric
@attribute informasi numeric
@attribute inisial numeric
@attribute isi numeric
@attribute jahat numeric
@attribute jalur numeric
@attribute jaring numeric
@attribute jenazah numeric
@attribute jiwa numeric
@attribute kabid numeric
@attribute kabur numeric
@attribute kait numeric
@attribute kamar numeric
@attribute kampung numeric
@attribute kantor numeric
@attribute kasus numeric
@attribute kawan numeric
@attribute kebun numeric
@attribute kelompok numeric
@attribute keluarga numeric
@attribute kembang numeric
@attribute kena numeric
@attribute kendara numeric
@attribute keroyok numeric
@attribute ketua numeric
@attribute kios numeric
@attribute korupsi numeric
@attribute kuat numeric
@attribute landa numeric
@attribute lantai numeric
@attribute lari numeric
@attribute laut numeric
@attribute ledak numeric
@attribute ledakan numeric
@attribute letak numeric
@attribute libat numeric
@attribute lihat numeric
@attribute lintas numeric
@attribute luap numeric
@attribute luas numeric
@attribute luka numeric
@attribute masyarakat numeric
@attribute mati numeric
@attribute menahan numeric
@attribute menang numeric
@attribute menggerebek numeric
@attribute menteri numeric
@attribute mobil numeric
@attribute motor numeric
@attribute mukim numeric
@attribute narkoba numeric
@attribute nyata numeric
@attribute olah numeric
@attribute operasi numeric
@attribute pabrik numeric
@attribute padam numeric
@attribute pajak numeric
@attribute pakai numeric
@attribute paksa numeric
@attribute pelaku numeric
@attribute penggerebekan numeric
@attribute penjara numeric
@attribute periksa numeric
@attribute peristiwa numeric
@attribute perkosa numeric
@attribute pidana numeric
@attribute pil numeric
@attribute potensi numeric
@attribute proyek numeric
@attribute pusat numeric
@attribute putus numeric
@attribute rampas numeric
@attribute rampok numeric
@attribute razia numeric
@attribute rendam numeric
@attribute resah numeric
@attribute richter numeric
@attribute rusak numeric
@attribute sabu numeric
@attribute sebut numeric
@attribute sekolah numeric
@attribute senjata numeric
@attribute sentimeter numeric
@attribute sepeda numeric
@attribute serah numeric
@attribute sidik numeric
@attribute sita numeric
@attribute skala numeric
@attribute suap numeric
@attribute surat numeric
@attribute tahan numeric
@attribute tambah numeric
@attribute tegas numeric
@attribute tektonik numeric
@attribute tembak numeric
@attribute temu numeric
@attribute tenggara numeric
@attribute terang numeric
@attribute terima numeric
@attribute teroris numeric
@attribute terorisme numeric
@attribute tiba numeric
@attribute timbul numeric
@attribute tindak numeric
@attribute tsunami numeric
@attribute tuju numeric
@attribute turun numeric
@attribute uang numeric
@attribute ungkap numeric
@attribute unit numeric
@attribute usaha numeric
@attribute usia numeric
@attribute vonis numeric
@attribute wartawan numeric
@attribute wilayah numeric

@data
{3 0.376756,12 2.528009,21 0.362837,26 0.400801,42 1.238486,84 0.875438,85 1.349662,120 2.301481,128 0.479646,160 0.371809}
{0 0.98627,4 0.339582,12 2.365986,13 0.658735,22 0.375113,41 0.375113,43 0.362943,54 0.706398,59 0.468814,60 0.368761,74 0.389842,75 0.432936,88 0.382097,120 1.7996,126 0.419664}
{12 3.977427,13 1.117679,21 0.576171,22 0.636456,25 0.991981,35 1.34826,54 0.625679,74 0.661447,104 0.583071}
{0 0.449106,12 2.172317,18 0.427632,29 0.630467,35 0.520099,67 0.427632,68 0.437694,83 0.822967,93 0.403077,94 0.383931,104 0.437694,120 1.389376,125 0.432514,128 1.67572}
{0 0.61261,12 2.084925,13 0.216144,21 0.210928,22 0.232997,26 0.232997,42 0.608449,44 0.268913,54 0.229052,63 0.574277,65 0.662399,67 0.391454,83 0.225438,95 1.140434,120 0.897685,123 0.260669,125 0.210928,147 0.415815,148 0.247534,156 0.438771,160 0.216144}
{8 1.126031,29 1.66013,44 1.451973,51 1.407461,116 1.407461,120 2.322998,151 1.199245}
{12 3.126828,13 0.791122,22 0.852809,26 0.852809,85 2.411936,103 0.868688,144 0.791122,152 0.852809}
{12 2.78014,13 0.475216,25 0.432185,26 0.51227,29 0.675996,44 1.158131,54 0.503596,57 0.448871,74 1.029377,84 0.57311,120 1.429863,160 0.475216}
{0 1.406195,12 2.6271,13 0.302067,21 0.294778,25 0.274715,35 0.354471,39 0.272337,54 0.320107,70 0.32562,84 0.364293,94 0.261666,95 0.802569,120 1.562159,128 0.765877,129 0.294778,141 0.252508}
{0 0.903785,8 0.437099,12 0.953898,21 0.235523,22 0.499901,35 0.551131,39 0.400971,44 0.30027,51 1.122648,54 0.25576,68 0.238343,74 0.775194,83 0.70977,84 0.568259,95 0.957326,120 0.756575,148 0.276397,151 0.248005,154 0.215766}
{0 1.795781,4 0.467973,12 1.440295,21 0.467973,43 0.500166,74 0.537235,84 1.129105,95 0.646065,120 2.48,157 0.516937,160 0.479545}
{8 1.032139,12 1.535169,21 1.047891,35 0.455798,51 1.620371,68 1.064525,83 0.773697,84 0.468428,94 0.336465,116 0.468428,128 0.501067,129 0.379041,151 0.39913,156 0.411611}
{0 0.588121,1 0.342487,12 2.368683,21 0.298332,25 0.278028,35 2.055559,44 0.380346,59 0.411866,67 0.294965,74 0.342487,80 0.380346,84 0.368686,85 0.567346,120 0.335683,126 1.070921,160 0.30571}
{0 0.879699,12 2.002123,13 0.357725,21 0.184409,22 0.391412,25 0.171859,35 0.641296,43 0.197095,44 0.460531,54 0.56696,60 0.383608,74 0.606961,85 0.235105,120 0.977269,126 0.444935,128 0.243777,130 0.207497,136 0.18036,137 0.182328,152 0.203704,154 0.310542,155 0.376415,160 0.18897}
{13 0.682667,19 1.478743,34 3.799539,39 0.615478,57 0.644821,130 0.749599,133 0.749599,137 1.236367,160 0.682667}
{4 0.900959,19 1.062456,34 2.333767,60 0.519779,73 0.497012,74 0.549493,86 0.473248,88 0.538577,115 0.549493,116 0.591527,123 1.154867,133 0.538577,141 0.410014,155 0.511578}
{19 0.672699,27 1.300677,28 1.595382,34 2.310326,73 0.608451,113 0.74706,133 0.659335,142 1.690314,150 0.774616}
{19 0.553409,27 2.619887,28 1.312473,34 2.3504,37 0.614584,73 0.500554,113 0.614584,138 0.565722,139 0.637253,148 0.565722}
{19 0.723237,34 2.483895,37 1.573303,40 1.177335,43 0.673333,73 1.241947,76 1.19954,80 0.803185,82 0.609784}
{19 0.947984,34 3.25577,73 0.857444,97 0.857444,113 1.052776,115 0.947984,125 1.554333,150 1.091608}
{19 0.642778,34 2.207565,37 0.713832,40 1.046359,73 1.103782,77 0.740162,80 0.713832,122 0.772988,123 0.691948,125 0.559909,133 0.630008,148 0.657079}
