0.0560,0.1678,0.7881,0
0.0800,0.9640,0.2379,1
0.0271,0.1271,0.2316,2
0.0267,0.1278,0.4154,3
0.9926,0.0957,0.0613,4
0.0286,0.0223,0.1941,5
0.0545,0.0186,0.2339,6
0.9926,0.0957,0.0613,4
0.9926,0.0957,0.0613,4
0.0800,0.9640,0.2379,1
0.0271,0.1271,0.2316,2
0.0800,0.9640,0.2379,1
0.0271,0.1271,0.2316,2
