@relation document

@attribute text string

@data
'{aksi,lengan,aparat,aparat,belum,muda,aman,padam,padam,padam,hadang,pagi,sulut,kena,kena,kata,kata,duga,duga,bicara,tembak,susul,proses,pelaku,tetangga,daerah,alami,alami,jaga,kali,anggota,anggota,dapat,akibat,batu,sulit,laku,polisi,polisi,polisi,polisi,senapan,masyarakat,sepeda,identifikasi,rupa,hari,yakni,tawur,angin,langsung,kaki,massal,picu,bakar,bakar,bakar,rawat,rawat,kawal,bubar,motor,masuk,semak,sebab,korban,jadi,jadi,jadi,jadi,jadi,saat,usaha,antisipasi,tembakan,rumah,rumah,massa,bentrok,bentrok,bentrok,bentrok,bentrok,bentrok,bentrok,bentrok,ada,kelahi,anak,liput,bagi,luka,luka,luka,luka,lokasi,lokasi,lokasi,lempar,panah}'
'{tempat,suporter,suporter,suporter,suporter,aman,tugas,henti,henti,henti,kata,kata,upaya,upaya,upaya,tembak,libat,libat,cebur,kwe,pecah,bentrokan,bentrokan,bentrokan,bentrokan,bentrokan,sungai,jarah,datang,kuat,dapat,metrotvnews.com,akibat,akibat,akibat,batu,supoter,senapan,rusuh,sepeda,kepala,sandera,sandera,sandera,angin,warga,warga,warga,warga,warga,pantau,bakar,orang,orang,orang,rawat,motor,mengantisikasi,tonton,luas,jadi,jadi,saat,tambah,rumah,massa,menangani,bentrok,bentrok,bentrok,lari,tanding,luka,luka,lokasi,lokasi,usai,belas,lempar}'
'{aksi,aksi,tutup,serang,jabat,tugas,gedung,cekam,mahasiswa,mahasiswa,mahasiswa,mahasiswa,mahasiswa,mahasiswa,mahasiswa,mahasiswa,rencana,henti,demonstran,tahan,letus,perintah,malam,paksa,lintas,sasar,bantu,berita,kali,jalan,jalan,jalan,kondisi,mula,wartawan,harga,tulis,sampai,gas,batu,batu,tangkap,air,laku,laku,laku,laku,polisi,polisi,polisi,polisi,depan,masyarakat,masyarakat,naik,gubris,meleparkan,lawan,buta,lindung,langsung,langsung,mahasiwa,babi,arah,warga,warga,warga,hindar,pantau,dasar,tolak,bakar,bubar,bubar,blokade,balas,balas,perlawan,demontran,masuk,masuk,hadir,mediasi,jadi,protol,saat,saat,buka-tutup,usaha,buat,buat,coba,bahan,bentrok,bentrok,kampus,kampus,pukul,minyak,akses,lokasi,mata,lempar,lempar,lempar,lempari,lempari,macet}'
'{tempat,tempat,tempat,beri,aparat,aparat,aman,fisik,fisik,fisik,merangsek,kena,militer,militer,rencana,terang,terang,inventaris,sosialisasi,latih,latih,latih,tanah,tegas,adalah,adalah,adalah,paksa,adang,puskesmas,nilai,alami,alami,alami,alami,alami,alami,megafon,selamat,ibu,wartawan,wartawan,tulang,dapat,terjang,lahan,patah,izin,negara,tahu,guna,lanjut,lawan,langsung,lindung,beritahu,paham,tengah,tengah,desa,desa,man,illegal,tambah,diri,massa,massa,pukul,pukul,lari,lain,desak,tolong,orasi,orasi,orasi,orasi,melawan,muda,muda,singkir,alat,jabat,batas,masalah,kata,upaya,upaya,cuma,jelas,tang,tang,ungkap,perang,tiba,proses,perintah,perintah,daerah,tani,tani,tani,wanita,komunikasi,kali,keras,anggota,anggota,anggota,anggota,mula,pergi,medis,asal,akibat,kiri,laku,laku,laku,laku,laku,anggap,milik,tindakan,kepala,kepala,kepala,kepala,pihak,pihak,pihak,ucap,dengar,dengar,warga,warga,warga,warga,warga,warga,warga,warga,warga,warga,warga,warga,warga,warga,warga,jauh,ujar,tolak,pantau,orang,rawat,bubar,bubar,pamit,tindak,kumpul,kumpul,korban,korban,korban,jadi,saat,saat,saat,usaha,minta,camat,antara,rujuk,rujuk,turut,rata,pagar,pagar,pagar,pagar,pagar,pagar,pagar,bentrok,bentrok,bentrok,ada,ada,bagi,bagi,luka,luka,luka,luka,luka,pesisir,lokasi,lokasi,lokasi,lokasi,lokasi,giat,giat}'
'{tempat,tempat,tempat,tempat,aksi,serang,muda,aman,aman,dendam,tugas,tugas,terang,waktu,peran,buah,merinci,komando,bunuh,bunuh,bunuh,pelaku,malam,cari,brutal,karaoke,karaoke,karaoke,karaoke,sasar,rendam,hibur,babibu,bentrokan,bentrokan,pergi,bekuk,sampai,pasti,botol,metrotvnews.com,temu,bir,kembang,tangkap,nyawa,milik,daftar,kepala,sangka,sangka,sangka,sangka,kejar,pihak,tewas,regang,tolak,orang,orang,kasus,kasus,bukti,balas,tengah,tengah,masuk,kumpul,pakai,genggam,korban,korban,sedia,kelola,jadi,sita,saat,saat,alias,minta,tambah,coba,peristiwa,rumah,latar,lain,lain,senjata,senjata,punya,telepon,lokasi,lokasi,bawa,kait,kelompok,kelompok,kelompok,awal}'
'{aksi,pisah,singgung,kata,kata,kata,kata,kata,gunting,gunting,bicara,bersih,bersih,klinik,lapang,lapang,pelaku,perintah,lapas,malam,narapidana,narapidana,punggung,punggung,penjara,ribut,ribut,ribut,ribut,alami,alami,alami,bentrokan,bentrokan,sampah,sampah,napi,napi,napi,napi,akibat,akibat,laku,acara,kanan,guna,kepala,konsolidasi,tempo.co,ujar,orang,orang,orang,paham,paham,rawat,tengah,pakai,korban,korban,futsal,futsal,jadi,jadi,saat,alias,alias,minta,terima,gelar,turut,turut,tusukan,rumah,sebut,bentrok,bentrok,lari,hubung,hubung,ada,ada,pukul,tanggap,kotak,lain,bagi,luka,luka,luka,luka,lempar,awal,kelompok,kelompok,kelompok,kelompok,kelompok,kelompok,tusuk,tusuk,tusuk,tusuk}'
'{total,aksi,aksi,nyata,belum,aman,kena,kena,gerombol,singgung,duga,duga,mayat,malam,malam,malam,brutal,tenang,tikai,lintas,respons,seberang,jalan,jalan,jalan,jalan,situasi,situasi,bentrokan,bentrokan,bentrokan,bentrokan,bentrokan,bentrokan,iring,iring,jenazah,jenazah,jenazah,peleton,sampai,sampai,mayoritas,kayu,badan,depan,depan,guna,tahu,antar,masyarakat,mengeber-ngeber,lawan,komentar,tawur,arah,bakar,sore,laksana,motor,lihat,kendara,kendara,terobos,himpun,kenal,elak,antre,buat,buat,diri,diri,belakang,bahan,penuh,rumah,pegang,sebut,pukul,pukul,hubung,hubung,hubung,hubung,hubung,lain,capai,redam,jalur,panah,panah,serang,serang,silat,silat,silat,silat,silat,silat,silat,silat,pisah,muda,muda,muda,muda,kompas.com,kompas.com,kompas.com,kompas.com,kompas.com,hati,makam,makam,ukur,cekam,buka,baris,masalah,kata,kata,upaya,antar-pendekar,lalu,jam,kisi,cari,libat,mulai,berita,anggota,anggota,datang,datang,datang,barat,tangani,kala,stasiun,batu,batu,akibat,kampung,polisi,polisi,polisi,milik,lalang,sepeda,kepala,pihak,tahun,warga,warga,warga,warga,marah,orang,blokade,dekar,dekar,dekar,dekar,guru,guru,guru,guru,guru,guru,guru,guru,guru,guru,guru,guru,guru,pakai,sebab,sebab,sebab,sedia,dalam,jadi,jadi,ular,saat,saat,saat,terima,minta,seluler,puku,bentrok,bentrok,bentrok,turun,ada,ada,humas,benar,bagi,bagi,telepon,lokasi,lokasi,wilayah,macet,kait,awal}'
'{tempat,tempat,masukan,siap,alat,semangat,hak,merangsek,tugas,rasa,eks,kata,kata,kata,maju,bangun,bangun,jelas,jelas,locok,tanah,letus,tembak,penting,libat,sertifikat,klaim,adalah,brutal,personel,personel,personel,personel,personel,personel,keluarga,versi,bantu,situasi,keras,anggota,bentrokan,selamat,protes,mula,wartawan,peleton,datang,pacu,pacu,pacu,udara,udara,udara,udara,jarak,lahan,baik,warga.kami,rusuk,senapan,milik,milik,kanan,masyarakat,tahu,kepala,kepala,kepala,bahaya,lawan,lingkung,warga,warga,warga,warga,warga,warga,warga,warga,warga,warga,warga,pangkal,pangkal,pangkal,ujung,ujung,ujung,ujung,lepas,kerah,rawat,rawat,mundur,sipil,sipil,pakai,pakai,terbang,berat,informasi,jadi,jadi,jadi,jadi,ginting.sementara,saat,ingat,ingat,minta,terima,turut,turut,turut,tembakan,bahan,rumah,gusur,bentrok,bentrok,alog,turun,ada,relokasi,relokasi,relokasi,relokasi,relokasi,landas,landas,landas,parang,luka,luka,luka,provokasi,bongkar,lokasi,lokasi,tinggal,ketua,mukim,mukim,mukim,mukim,mukim,sumber,sumber,sumber}'
'{demo,demo,aksi,aksi,aksi,aksi,aksi,serang,serang,serang,sedikit,alas,bulan,baris,baris,baris,singgung,kata,organisasi,gerbang,koordinator,migas,migas,migas,tiba,tiba,perintah,perintah,seranagn,daerah,upah,upah,upah,upah,warna,ormas,ormas,ormas,ormas,alami,jalan,pendopo,pendopo,pendopo,pendopo,pendopo,batu,outsourching,laku,laku,laku,laku,laku,laku,milik,kerja,menyinggung-nyinggung,kanan,guna,tahu,kepala,lanjut,rupa,kaki,kaki,tuntut,tempo.co,ujar,tolak,pulang,pulang,balik,balik,masuk,masuk,tengah,hapus,pakai,lapor,lapor,putus,cirebon--demo,buruh,buruh,buruh,buruh,buruh,buruh,buruh,buruh,buruh,tuju,saat,realisasi,ingat,sistem,minta,helm,belakang,belakang,belakang,peristiwa,massa,pukul,pukul,pukul,ada,ada,ada,ada,unit,bagi,luka,olah,lempar,orasi,orasi,orasi,awal,kelompok,kelompok,tetap}'
'{aksi,aksi,gubernur,aman,aman,aman,aman,unjukrasa,ingin,terang,terang,duga,koordinator,wakil,wakil,wakil,wakil,komando,komando,tegas,biar,legislator,oknum,oknum,oknum,oknum,mobil,ribut,ribut,janji,perempuan,perempuan,jalan,provokator,bentrokan,bentrokan,bentrokan,harga,sampai,kompol,artis,temu,tuntutan,depan,sela,juang,langsung,tuntut,saudara,lepas,lepas,beban,imbau,sapa,kenal,ingat,mulut,daya,diri,peristiwa,peristiwa,massa,alog,pukul,pukul,truk,lain,antarelemen,redam,sejahtera,sejahtera,usai,tinggal,orasi,orasi,melawan,suasana,kabul,elemen,elemen,elemen,alas,sama,sama,sama,mahasiswa,mahasiswa,mahasiswa,mahasiswa,harap,harap,kata,kata,kata,kata,tiba,penting,penting,perintah,perintah,perintah,libat,libat,libat,libat,tunggu,alih,alih,kali,anggota,ulang,presiden,asal,asal,satu,orator,laku,laku,anggap,polisi,polisi,milik,kesalahpahaman,pihak,yakni,bertemu,bertemu,kerumun,ujar,orang,barikade,tindak,hapus,aktivis,buruh,buruh,buruh,buruh,buruh,buruh,buruh,buruh,buruh,buruh,buruh,buruh,tuju,jadi,jadi,jadi,jadi,jadi,jadi,jadi,usaha,bentuk,minta,minta,coba,turut,main,tenaga,ada,ada,ada,ada,provokasi,outsourcing,lokasi,bawa,bawa,ruang}'
