@relation 'document-trendanalisis.main.tools.weka.CoreWekaTFIDF-R1-W1000-prune-rate-1.0-C-I-N3-L-stemmerweka.core.stemmers.NullStemmer-stopwords-handlertrendanalisis.main.tools.weka.StopwordRecognizer-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \"\\\"\\r\\n\\t.,;:\\\'\\\"()?!1234567890&#/[]{}\"'

@attribute air numeric
@attribute aksi numeric
@attribute alias numeric
@attribute anak numeric
@attribute anggota numeric
@attribute api numeric
@attribute arah numeric
@attribute bakar numeric
@attribute banjir numeric
@attribute bawa numeric
@attribute buah numeric
@attribute bumi numeric
@attribute bunuh numeric
@attribute dakwa numeric
@attribute dasar numeric
@attribute daya numeric
@attribute derajat numeric
@attribute edar numeric
@attribute gempa numeric
@attribute genang numeric
@attribute geng numeric
@attribute getar numeric
@attribute gudang numeric
@attribute guncang numeric
@attribute hukum numeric
@attribute jalur numeric
@attribute jaring numeric
@attribute kait numeric
@attribute kasus numeric
@attribute kelompok numeric
@attribute ketua numeric
@attribute korupsi numeric
@attribute kuat numeric
@attribute mobil numeric
@attribute motor numeric
@attribute narkoba numeric
@attribute pabrik numeric
@attribute padam numeric
@attribute pajak numeric
@attribute pelaku numeric
@attribute penggerebekan numeric
@attribute periksa numeric
@attribute potensi numeric
@attribute pusat numeric
@attribute putus numeric
@attribute rampok numeric
@attribute rendam numeric
@attribute sabu numeric
@attribute sebut numeric
@attribute sepeda numeric
@attribute skala numeric
@attribute suap numeric
@attribute tahan numeric
@attribute temu numeric
@attribute terang numeric
@attribute teroris numeric
@attribute tsunami numeric
@attribute uang numeric
@attribute ungkap numeric

@data
{2 7.259853,8 50.373367,46 44.348115}
{0 18.143738,3 6.247068,8 45.008832,46 33.106031}
{8 64.749794,14 16.148778,19 21.948759}
{0 7.616821,8 38.584266,10 7.252634,19 8.820871,33 6.836181,34 6.51146,46 23.563771,48 7.335427}
{0 16.242581,8 56.607084,46 23.800971,48 5.592481}
{6 18.44485,25 23.054785,44 23.054785,46 41.433437}
{8 102.299823}
{8 56.928842,14 8.51267,27 8.841318,46 29.819554}
{0 19.730523,8 37.843332,14 3.854567,19 4.97363,30 4.568825,34 3.671474,46 21.918877,49 4.136066,53 3.542972}
{0 18.68341,6 9.035887,8 20.875484,19 11.393202,25 23.207827,46 15.640224,58 4.460392}
{0 29.403029,3 7.662306,8 25.401966,46 40.606015}
{6 18.146783,8 28.573352,19 8.013722,25 28.966279,34 5.915633,44 8.235776,49 6.664203}
{0 10.595697,8 43.950901,14 5.009006,19 37.033333,46 6.04773}
{0 17.364662,8 40.384898,14 3.392371,19 12.658742,46 19.290613,52 3.560183,58 6.129896}
{11 23.064202,18 59.262044,27 10.057388,50 11.691623}
{3 13.648219,11 16.094662,18 36.820345,32 7.529006,43 8.324014,44 8.960775,50 8.158649,53 6.211115}
{11 7.964454,15 15.399447,16 18.888619,18 28.757047,32 7.203787,42 8.844864,50 7.806233,56 9.17111}
{11 6.573247,15 31.118327,16 15.589211,18 29.076025,21 7.29987,32 5.945451,42 7.29987}
{11 10.197005,18 36.818057,21 22.182199,23 16.774391,32 17.510366}
{11 10.08853,18 36.426389,32 9.124997,42 11.20374,43 10.08853,48 16.541355,56 11.616994}
{11 9.597347,18 34.652888,21 10.65826,23 15.787935,32 16.480629,48 8.360027,50 9.406686}
{11 6.086325,18 61.54729,23 6.759121,25 6.55191,27 5.131578,32 5.505033,43 6.086325,50 5.965414}
{15 6.990755,18 30.922822,21 7.763529,23 18.943918,32 12.004571,43 13.516777,50 13.206639}
{6 6.904488,14 6.508026,15 8.016866,18 35.461711,32 7.251193,42 8.903069,43 15.500786,50 7.857603,56 9.231463}
{6 11.233637,15 13.043481,16 30.934114,18 25.8945,32 11.797727,43 13.043481}
{11 18.940871,18 37.602263,27 15.969666,32 17.131871,50 18.564592}
{11 7.949831,14 6.453607,15 7.949831,18 22.243302,21 8.828624,23 13.07772,32 7.19056,42 8.828624,43 15.371172,50 7.7919}
{6 7.911872,18 40.63567,23 15.112159,32 8.309162,48 8.00219,50 9.004048,53 6.854711,56 10.578358}
{16 9.844858,18 45.351422,21 4.609995,25 4.468668,32 3.754656,42 13.450401,43 11.901443,50 4.068654,56 4.780036}
{18 73.359625,32 33.423192}
{1 7.563654,3 2.818517,4 20.437361,7 2.786705,9 2.414354,20 31.291644,28 4.555121,34 29.102725,39 2.582083}
{0 4.499885,1 23.800255,20 31.256647,27 4.194618,34 32.119539,49 4.333642,53 3.712217}
{2 4.713829,3 13.345327,4 7.265764,20 32.742724,30 18.200692,34 27.032616}
{4 16.004528,7 5.391855,20 18.121401,27 9.854038,29 5.828556,34 20.555705,39 25.032099,58 4.995941}
{0 6.47982,9 5.345581,15 7.164042,20 20.736648,29 6.669723,34 32.614175,39 15.300626,49 11.746306}
{2 3.13028,3 3.014636,4 15.668391,20 27.606114,28 2.676011,29 9.084894,34 20.147431,38 18.918612,52 2.948438}
{3 3.944705,4 11.989048,20 39.958928,34 29.236862,38 10.739948,52 3.858084,58 3.613799}
{1 3.578515,2 3.799216,3 6.887036,4 16.384562,20 22.831854,30 4.041688,34 27.118268,41 6.033197,49 10.628802,58 3.351932}
{2 15.367555,4 12.47655,10 15.679462,14 7.264853,20 15.911932,28 6.91977,34 18.277175,40 9.148274,49 7.795405}
{1 5.650303,3 11.795629,4 9.379963,20 27.307148,24 2.957534,30 9.692077,34 25.221912,49 5.809217,52 5.650303}
{4 30.659554,24 12.664775,29 14.125112,34 49.81536}
{0 10.207246,6 9.719202,29 10.506388,34 22.73122,39 16.553819,43 21.819904,49 9.830152,53 8.420552}
{1 19.2223,4 10.160136,20 27.32926,29 13.198281,34 22.888861,41 3.947826,58 7.375141}
{3 14.297708,20 29.184394,30 15.793688,34 12.691689,48 14.297708,52 13.983747,53 12.24748}
{4 16.487414,10 3.200769,20 32.793159,28 2.87367,29 9.755935,34 28.710413,40 3.799132,41 2.918163,52 3.16622}
{5 13.62609,7 48.247722,15 5.030681,22 34.613087}
{0 11.557552,5 16.207989,7 23.878398,25 7.245295,37 38.8919,52 5.733989}
{5 30.422698,7 46.075367,33 2.648446,37 22.138694}
{5 24.482553,7 21.521239,14 29.088013,41 6.051483,43 7.706899,54 16.270807}
{5 5.969704,7 60.550727,10 5.902326,33 5.563409,37 20.172228,48 5.969704}
{5 46.348748,7 19.011221,33 6.506489,37 31.290931}
{0 4.698729,5 12.51012,6 4.474067,7 26.278516,14 4.217161,22 6.596207,36 29.28569,37 15.290903}
{5 9.504556,7 26.422896,33 3.977063,36 39.79741,37 19.126446,54 3.877612}
{5 37.531141,7 55.292705,58 12.436892}
{5 38.480473,7 51.411439,33 5.697961,37 7.175163}
{5 24.643736,7 44.036254,14 8.307403,37 20.29136,54 8.099667}
{5 32.930557,7 71.255409}
{5 18.018705,7 26.553188,22 31.42409,33 3.707608,37 22.21784}
{4 6.049398,24 6.579297,30 7.583991,32 13.534643,44 40.806297,51 8.057145,52 12.569601,53 5.881133,54 6.238364}
{6 9.416423,24 4.862253,27 9.168223,28 15.592372,31 42.038866,41 4.573666,52 10.989126,58 8.544305}
{6 10.830134,24 5.592235,27 10.544671,28 17.933292,31 28.840585,41 5.260321,52 17.615319,53 4.998813,58 5.346088}
{13 19.404682,24 15.463907,28 14.324301,44 19.94237,52 15.782565,53 13.822951,57 15.038641}
{3 11.703203,10 11.571112,24 11.215109,52 71.326241}
{3 6.812851,13 24.93857,28 20.786617,31 22.312396,33 3.373109,48 6.812851,52 6.626481,54 3.28876,57 3.373109,58 6.09509}
{14 15.08517,27 8.480816,28 31.171629,41 20.997372,54 30.70783}
{24 7.1372,27 13.457845,28 6.611227,30 22.279073,31 9.495279,41 20.878299,51 8.740366,54 6.767357,57 6.940923,58 6.823051}
{28 5.580659,30 12.406876,41 5.667065,51 27.139485,52 43.67689,53 5.385336,57 5.858962}
