air,ajar,aksi,alias,anak,ancam,anggota,aniaya,api,arah,ayat,bahan,bakar,banjir,bantu,bawa,beri,berita,bom,buah,bumi,bunuh,capai,daerah,daging,dakwa,dasar,data,daya,derajat,edar,ganja,gas,gempa,genang,geng,getar,gudang,guna,guncang,harap,hubung,hujan,hukum,indikasi,informasi,inisial,isi,jahat,jalur,jam,jaring,jenazah,jiwa,kabid,kabur,kait,kamar,kampung,kantor,kasus,kawan,kebun,kelompok,keluarga,kembang,kena,kendara,keroyok,ketua,kios,korupsi,kuat,landa,lantai,lari,laut,ledak,ledakan,letak,libat,lihat,lintas,luap,luas,luka,masyarakat,mata,mati,menahan,menang,menggerebek,menteri,mobil,motor,mukim,narkoba,nyata,olah,operasi,pabrik,padam,pajak,pakai,paksa,pelaku,penggerebekan,penjara,periksa,peristiwa,perkosa,pidana,pil,potensi,proyek,pusat,putus,rampas,rampok,razia,rendam,resah,richter,rugi,rusak,sabu,sebut,sekolah,senjata,sentimeter,sepeda,serah,sidik,sita,skala,suap,surat,tahan,tambah,tegas,tembak,temu,tenggara,terang,terima,teroris,terorisme,tiba,tim,timbul,tindak,tsunami,tuju,turun,uang,ungkap,unit,usaha,usia,vonis,wartawan,wilayah
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.348484,0,0,0,0,0,0,0,19.867685,0,3.22652,0,0,0,0,0,0,0,0,0,0,0,3.198591,0,0,0,0,0,0,3.759641,0,0,0,0,6.941762,0,0,0,0,0,3.351086,0,0,0,3.073259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.626028,0,0,0,0,0,0,3.759641,0,7.880979,0,0,0,0,0,0,0,0,13.052525,0,0,0,0,0,0,0,0,0,11.429095,3.171726,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.130234,0,0,0,0,0,0,0,0,8.40545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50977,0,0,0,0,0,0,0,0,0,0,0,2.624737,2.14555,0,0,0,0,0,2.389769,0,0,0,0,6.036165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.006505,0,0,2.252546,0,0,0,0,0,0,0,0,0,2.71966,0,0,0,0,2.17877,0,0,0,0,0,9.364547,0,0,0,0,0,0,0,0,0,0,0,4.549591,0,0,0,0,7.303463,12.237532,0,0,0,5.65598,0,0,2.836522,0,6.659594,0,0,0,0,0,0,2.50977,0,0,0,0,0,2.252546,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.507735,0,0,9.756718,0,0,0,0,0,0,0,0,13.497545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186336,0,0,0,4.625456,0,0,0,0,0,0,0,0,0,0,0,2.547937,3.791994,0,0,0,0,0,0,0,0,0,0,5.859545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.547937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.374425,0,0,0,0,0,0,4.789307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.303735,8.159505,0,0,0,0,0,0,2.131957,11.074372,0,0,0,0,0,4.980122,0,0,0,5.8926,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833893,3.654435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88243,0,0,0,0,0,0,0,0,0,3.202156,0,0,0,0,0,0,0,0,0,3.270947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.308482,0,0,0,0,0,0,0,0,16.32151,0,0,0,0,0,10.401094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.722477,3.592554,0,0,6.984844,0,0,3.270947,0,0,0,0,0,6.532359,0,0,0,0,0,0,0,0,0,8.308482,8.111435,0,13.460538,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.661294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.691303,0,0,0,0,0,0,0,0,0,3.661294,0,0,11.077258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.251163,0,0,0,3.451059,0,0,0,3.845144,0,7.703151,0,0,0,0,0,0,0,0,3.338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.021281,0,24.153124,0,22.568821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.899349,0,3.451059,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.906564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.765902,8.815848,0,0,0,0,8.473738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.572954,0,0,0,0,0,3.284271,0,0,0,0,0,0,3.817935,0,0,4.684412,0,0,0,0,14.271156,0,0,0,0,0,0,0,0,0,11.465702,0,0,0,0,0,4.946088,0,0,0,0,0,0,0,0,0,0,0,0,3.817935,0,0,0,0,0,0,0,0,0,0,0,3.318614,0,0,10.432036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.201967,0,6.926021,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.071199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.176282,5.554798,0,0,0,21.360488,0,0,0,50.893923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.176282,0,0,0,0,0,0,0,0,0,4.701955,0,0,0,0,0,0,0,0,0,0,0,0,5.115479,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.677299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.534952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00171,0,0,0,0,0,0,6.141137,0,0,0,32.508553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.148294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.711154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.412855,0,0,0,0,0,0
0,0,0,0,0,0,5.121162,0,0,0,0,0,0,0,0,4.978717,0,6.989131,0,0,0,0,0,0,0,0,0,0,0,0,0,15.824311,0,0,0,0,0,0,0,0,0,6.211984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.613129,0,0,0,0,0,0,0,0,0,6.820836,0,0,6.035114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.311569,0,0,0,0,0,0,0,12.948669,0,0,0,0,0,0,11.457852,0,0,0,0,0,0,0,0,0,6.420284,0,0,0
0,0,0,0,0,3.540164,5.598983,0,0,3.458786,0,0,0,0,0,2.996634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.829574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.014179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.653697,0,0,0,0,0,0,0,0,3.936246,0,11.263464,0,0,0,0,0,0,0,0,0,0,0,0,0,18.940267,0,0,0,0,0,18.643176,0,0,0,0,3.49827,3.936246,0,0,0,0,0,0,3.458786,0,0,0,0,0,0,0,0,0,0,0,0,0,3.683674,0,0,5.891031,0,0,0,0,0,0
0,0,0,0,0,0,14.621614,0,4.001356,0,0,0,0,0,0,8.115336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.420021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.881776,0,0,0,3.729025,0,0,20.902262,0,0,0,0,0,0,0,0,0,0,0,3.60689,4.154852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.677986,0,0,4.049275,0,0,4.502318,0,0,0,0,0,0,3.956194,0,0,3.427579,0,3.635777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.166108,0,0,0,0,6.328521,0,0,0,0,5.485033,0,0,0,0,0,0,0,0,0,27.863353,0,0,0,0,0,0,0,0,0,0,0,0,2.498575,0,0,0,0,13.759915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.987425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.869021,2.808202,0,0,0,0,0,0,0,0,0,11.509862,0,0,0,0,0,0,0,0,6.525195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.316649,0,0,2.771332,0,0,2.808202,0,0,0,0,0,0,0,0,0,0,0,5.49482,0,0
0,0,0,0,0,2.641709,0,0,0,0,9.078,0,0,0,0,5.294368,0,0,0,9.37197,0,0,0,0,0,0,0,0,0,0,9.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.710586,0,0,0,0,0,0,0,0,0,6.51914,0,0,6.120476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.169293,0,0,0,0,0,0,0,0,8.404917,0,0,0,0,0,0,7.530177,0,0,0,0,0,0,0,0,0,0,0,0,16.635904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.025915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.048591,0,0,0,0,0,0,0,0,0,8.113964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.810828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.275894,0,0,0,0,0,0,0,0,0,0,0,0,0,4.344441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.760674,0,4.275894,0,0,0,0,0,0,0,0,0,0,10.047369,0,0,12.563762,0,0,0,0,0,0,0,0,0,0,0,3.60628,0,0,4.275894,0,0,0,0,0,0,0,0,0,0,0,0,0,17.145683,0,0,0,0,0,0,0,0,0,0,0,0,0,4.694986,0,0,0,0,4.099609,0,0,0,4.154149,0,8.491518,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.044007,0,0,0,0,0,0,0,0,0,7.693174,0,0,0,2.610734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.892127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.916818,2.74183,0,2.867427,0,0,0,0,0,0,0,2.971127,8.301721,0,0,2.822184,0,0,0,0,0,0,0,0,0,0,0,0,0,27.849931,0,0,0,0,0,8.482261,0,0,0,0,0,0,0,0,0,4.072322,0,2.399287,2.705832,0,0,2.74183,0,0,0,0,0,0,2.460823,2.419033,0,0,2.916818,0,2.822184,2.705832
0,0,0,2.461354,0,0,10.614878,0,2.370423,0,0,0,2.343669,0,0,2.030515,0,0,0,0,0,0,0,0,0,0,2.209093,0,0,0,8.243302,0,3.02207,0,0,0,0,0,4.035585,0,0,0,0,0,0,0,5.395849,2.461354,0,0,0,4.838492,0,0,0,0,0,20.407983,0,0,0,0,0,0,0,2.574104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.618442,0,0,0,0,0,0,0,0,0,0,0,5.680577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.140881,0,0,0,0,0,0,4.930942,0,0,0,0,0,0,0,0,3.655743,0,2.153852,0,0,0,0,2.461354,0,0,0,2.496052,0,0,3.991754,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37953,6.104249,0,0,0,0,0,0,8.760408,0,0,0,0,0,0,0,5.188924,0,0,0,0,0,0,0,0,0,0,0,0,0,3.924911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8015,0,0,0,0,0,0,0,0,0,32.098719,4.591188,0,0,0,0,0,4.975145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.975145,0,0,0,0,0,0,4.8015,0,0,0,0,0,4.371668,0,0,6.819093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8.559767,0,0,0,0,0,0,0,0,3.160641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.831287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.399024,0,0,0,0,11.119361,0,0,0,0,0,0,0,0,3.275275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.943556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.675364,0,0,0,4.151679,0,6.21345,0,0,3.325987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.002148,0,0,0,0,0,0,0,0,0,0,0,3.60871,0,0,0,5.690425,0,0,0,0,0,0,3.831274,0,4.075792,0,0,0,0,0,0,0,0,9.214469,0,0
0,0,3.80999,0,0,3.942184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.630403,0,4.472087,0,9.115678,0,0,0,0,0,0,0,0,0,12.233556,0,0,0,0,0,0,0,0,0,0,15.343752,0,0,0,0,0,0,0,0,0,0,0,0,8.26834,4.230259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.103467,0,0,0,0,0,0,0,0,0,16.198771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.810706,0,0,0,0,7.729883,0,0,0,0
0,0,0,0,0,3.294826,0,0,0,0,0,0,0,0,3.336346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.433228,0,0,0,0,0,0,0,0,0,0,0,0,3.120047,0,0,0,0,3.737713,0,0,3.47981,0,0,0,0,0,0,0,0,0,0,0,0,0,6.772773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.336346,0,0,0,0,0,0,0,0,3.737713,0,0,0,0,0,0,10.224648,0,0,0,0,0,0,0,0,2.982716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.351179,0,0,0,0,0,0,3.535596,6.772773,0,0,0,3.184341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.034244,5.482774,0,0,0,0,0,0
0,0,0,0,0,0,2.35776,0,0,0,0,0,0,0,0,4.126844,0,0,0,0,0,0,0,0,0,0,2.49377,0,0,0,3.217765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.042099,0,0,0,0,2.859969,0,0,0,0,0,0,0,0,2.375315,3.071933,0,0,0,8.226928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.590047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.403383,0,0,0,0,0,0,0,0,0,0,0,2.412092,0,0,2.859969,0,0,0,0,0,0,0,0,0,0,0,0,0,11.388286,0,0,0,0,0,8.595826,0,2.905818,0,0,0,0,0,0,0,0,0,2.43141,2.742059,0,0,0,0,0,5.679626,0,0,0,4.60702,0,0,0,13.850896,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.341178,0,0,0,0,0,18.48195,0,0,0,0,4.722972,0,0,0,0,0,0,0,0,0,0,0,4.68209,0,0,0,0,0,0,5.503354,0,0,0,0,0,0,0,0,0,0,0,18.851274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.010691,0,0,0,0,0,0,0,0,0,0,0,0,5.702381,0,0,0,0,0,5.128583,0,0,0,4.568282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.912718,0,4.604869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.598148,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.619936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.260434,0,0,0,0,0,0,0,0,0,0,0,0,8.343407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.343407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.208792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.170947,0,0,0,0,0,0,20.891854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.212919,0
30.86014,0,0,0,0,0,0,0,0,0,0,0,7.655914,0,0,6.632954,0,0,0,0,0,7.743311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.889354,0,0,0,0,0,0,0,0,0,0,0,6.873527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.655914,0,0,0,0,0,0,0,7.216304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.119613,0,7.655914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.885435,0,0,0,0,2.21462,0,0,0,0,3.022413,4.664607,0,0,0,0,0,0,0,0,14.314229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.560378,0,0,0,0,0,0,0,0,0,10.226502,0,0,0,0,0,0,9.554939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.575588,0,0,0,0,2.485067,0,0,2.828113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.882546,0,2.828113,0,0,14.565486,2.68634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15302,0,0,0,0,0,0,0,0,0,0,0,0,0,2.302594,0,0,5.334815,0,0,0
0,0,0,18.042937,0,2.412227,0,2.797362,0,0,8.289407,0,0,0,0,0,0,0,0,0,0,13.575263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.850409,0,0,0,0,0,0,0,0,0,3.852364,0,0,11.819241,0,0,0,0,6.193165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.682113,0,0,0,0,0,0,0,0,2.682113,2.14869,4.699095,0,2.547659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.356777,0,0,3.67619,0,0,0,0,0,0,2.475121,0,5.059408,0,0,0,0,0,2.547659,0,0,0,0,0
0,8.490792,0,7.679856,0,7.484707,0,0,0,0,8.89387,0,0,0,0,0,0,0,0,13.726251,0,22.544983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.565347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.565347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.396133,0,0,0,7.396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.775701,0,0,0,0,0,0
0,0,2.497575,0,0,0,9.33146,0,0,0,0,0,13.596886,0,0,0,0,0,0,0,0,10.037131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35925,0,0,0,0,0,0,0,2.996829,0,0,0,0,0,13.152807,0,0,0,0,0,0,0,2.266807,0,0,0,0,0,2.524828,0,0,0,0,0,0,0,0,0,0,0,0,0,2.616798,0,2.729321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.026409,0,0,0,0,11.676899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.155861,0,0,0,0,0,0,0,0,0,0,0,0,0,2.187468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.420172,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.381323,0,0,0,15.809066,5.71843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.283106,0,0,0,0,14.925809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.895452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.273089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.763748,0,5.786913,0,0,0,0,0,0,0,0,0,0,0,6.209792,0,0,0,5.859836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17.186222,0,0,0,0,0,0,0,0,0,0,4.744435,0,0,0,11.044619,0,12.091571,0,0,0,0,2.866967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.697147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.721095,0,0,0,0,3.340679,0,0,0,0,0,0,0,0,0,0,0,6.671851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.962887,0,2.795275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546358,0,0,0,0,0,0,0,0,4.479177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.479177,0,0,0,0,0,0,4.546358,0,0,0,0,0,0,0,0,0,0,0,16.033745,0,0,0,0,0,0,0,0,0,4.304676,20.228483,0,0,0,0,0,0,0,0,0,0,0,18.489063,4.253735,0,0,0,0,0,0,0,0,0,0,0,11.759796,0,0,0,0,0,0,0,4.205724,4.991958,0,0,0,3.865097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.927532,0,5.793597,0,5.989834,0,0,0,0,0,3.657563,0,2.019544,1.688204,0,0,0,0,0,14.701578,0,0,0,0,1.836677,0,0,0,0,0,0,0,0,0,0,0,0,0,2.177016,0,0,5.144055,0,2.140153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.056448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.840597,0,2.106385,0,0,1.948565,0,0,0,0,0,0,0,0,0,0,0,0,2.217551,0,0,0,0,0,0,1.805486,0,0,3.249724,0,12.149225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.709636,0,1.994411,0,0,0,2.140153,0,0,0,0,0,0,0,0,1.688204,0,1.790748,0,0,0,0,0,0,0,0,0,0,0,3.318811,0,0,2.177016,0,0,0
0,0,0,0,0,0,0,0,0,0,4.032363,0,0,0,0,0,0,0,0,0,0,16.138782,0,0,0,23.104836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.983002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.515349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.773136,0,0,0,6.844753,0,0,0,0,4.144096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.633215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.072013,0,0,0,15.011438,0,0
0,0,0,0,0,4.420154,0,9.94263,0,11.893747,0,0,0,0,4.475854,6.736233,0,0,0,0,0,8.221555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.824856,0,0,0,0,0,0,0,0,0,0,11.893747,4.420154,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227724,0,0,0,4.318547,0,0,0,5.014305,0,0,0,0,7.059054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.367846,0,0,0,0,0,0,0,0,0,0,0,4.318547,0,0,3.741516,0,0,0,0,0,4.5354,0,0,0,0,0,4.824856,0,0,0,0,0,0,0,0
0,0,0,27.778912,0,2.979387,0,0,0,0,0,0,0,0,0,2.521954,0,0,0,0,0,14.169484,0,0,0,0,2.743753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.379872,0,17.461042,0,0,0,0,0,0,0,0,0,0,0,3.100164,0,0,0,0,3.016932,2.84968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.057068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.623935,0,0,0,0,3.197106,0,0,0,0,0,0,0,4.540531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.009537,0,0,0,0,3.016932
0,0,0,0,0,0,5.547282,0,0,0,0,0,0,0,0,5.392983,0,0,0,6.22471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.836738,0,0,0,0,0,0,0,0,8.026522,0,0,0,0,0,0,0,0,0,0,0,0,0,21.260037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22471,0,0,0,0,0,0,0,0,0,0,0,0,7.083987,0,0,0,0,0,0,5.767642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.342651,0,5.720563,0,0,0,0,6.537281,0,0,0,6.629436,0,0,0,0,0,0,0,0,0
