@relation LocationAndTimeAndSubtittle

@attribute subtittle string
@attribute location string
@attribute time string

@data
'','',25/4
'','',25/4
'','',''
dunia,'',18/4
'','',25/4
'','',31/5/2013
im2,'',18/4
'',makassar,''
'',makassar,29/4
'','',''
'',tangerang,20/4/2013
'',serang,23/5
'ktp generasi','',10/8/2013
'','',29/4
'','',6/5
'','',6/5
'',sukabumi,19/5
'','',''
'','',14/5
'','',14/4
'','',1/5/2013
'','',19/4
'','',''
'',metro,7/5
'','',''
'','',''
'','',28/4
'','',24/4
'',kampar,26/4/2013
'','serdang bedagai',''
'',medan,''
'','',17/5
'','',15/5
'','',''
'',bandung,18/4/2013
'',palembang,23/4
'',magetan,19/4
'',mojokerto,25/5/2013
'','',17/4/2013
'','',''
'','',''
'china bahas hubung bilateral','',''
'','',12/4
'','',20/4/2013
'','',20/4
'','',20/4
'','',15/4/2013
'','',''
'','',18/4
'',jayapura,''
'',jembrana,28/4
'','',''
'',magelang,''
'','tanjung jabung timur',3/5
'','',''
'','',15/5
'','',''
'','jakarta selatan',10/6/2013
'','',''
'','',''
'','',5/5
'',baru,19/5
'','',7/5
'',madiun,''
'',surabaya,23/5
'','',15/5
'','',''
'',bandung,5/5
'',makassar,''
'','',''
'','',''
'',pontianak,''
'','bengkulu tengah',''
'1 semen juara grup',padang,''
'77 spurs pimpin 21','',''
'0 mu selang juara',puncak,''
'',bandung,21/4
'','',20/4
'',bandung,24/4
'','aceh utara',25/5/2013
'',banyuwangi,''
'',belu,25/4
'',bogor,29/4/2013
'',bogor,25/4/2013
'',jembrana,''
'',bondowoso,13/5/2013
'',sleman,''
'',karimun,1/5/2013
'',kolaka,1/5
'','',6/5
'',mamuju,''
'','mandailing natal',15/5
'',karanganyar,15/4/2013
jakarta,bogor,14/4
'',tegal,18/5
'',bogor,''
'',puncak,''
'','',''
'',enrekang,''
'',palu,29/4/2013
'','',''
'','',''
'','',tweet
'','',11/6
'','',mixed
'',poso,19/4/2013
'',surabaya,''
'','',30/4/2013
'',bekasi,1/5
'','jakarta timur',29/4
'','jakarta pusat',1/5/2013
'',semarang,8/8/2012
'',yogyakarta,30/4
'',semarang,1/5
'',mimika,''
'',lebak,4/5/2013
'',lebak,5/5/2013
'',tangerang,4/5/2013
'','',7/5/2013
'',langkat,''
'','',29/4
'','',''
'','solok selatan',''
'','',''
'','jakarta selatan',16/4/2013
'',boyolali,''
'','',''
hantam,sukabumi,''
'','',25/5/2013
'','',''
luka,boyolali,5/5
'','',''
'','',''
'','',''
'','',''
'',sukabumi,24/5/2013
'',yogyakarta,20/4
'','',''
'','',''
'','',30/4
'','',''
'','sumba timur',29/4/2013
'','bandung barat',3/5
'',temanggung,4/5
'','',1/5/2013
'','',31/5/2013
'','',31/5/2013
'',pekanbaru,''
'','',14/4
'','',18/4/2013
'',bandung,23/6/2013
'','',23/5/2013
'','',8/5
'','',5/5
'','',19/5/2013
'',bengkulu,25/4
'',cianjur,19/4/2013
laki,'',28/4
'','jakarta pusat',23/4/2013
'','',5/5/2013
'','jakarta timur',18/5/2013
'',bogor,17/5/2013
'','jakarta timur',19/5/2013
'',cirebon,7/5/2013
'','',21/4
'','',7/5
'','banda aceh',27/4
'','jakarta pusat',5/5
'','tangerang selatan',23/4
'','',18/5/2013
'','',27/4/2013
'','',7/5
'',temanggung,10/5
'',temanggung,8/5
'','ogan komering ulu timur',21/4
'','',19/4/2013
'','',7/5
'',padang,''
'',padang,18-19/6/2012
'','aceh barat',21/4/2013
'',makassar,''
'',baru,''
'',tangerang,''
'','',25/5/2013
'','jakarta selatan',22/5/2013
'','',5/5
'','',20/4/2013
'','',28/4
'','',6/5
'',metro,7/5
'','',''
'','',''
'','',11/5/2013
'','kepulauan yapen',''
'','',''
466,semarang,''
'','',''
'','',15/4
'','',''
'','',''
'','',''
'','',4/5
'','',4/5
'','',13/5/2013
'','',''
'',kuningan,27/5/2013
'',kuningan,27/5/2013
'','',''
'','',16/5/2013
'','',''
'','',22/5
'','',25/4/2013
'','',1/5/2013
'',sidoarjo,14/5
'101nya napoli','',''
'','',24/4/2013
'','',11/6/2013
'','',23/4/2013
'','',25/5
'','',17/6/2013
'','',14/4/2013
'','',16/4/2013
'','',14/4
'','',17/4
'','',27/4
'','',13/5
'',metro,7/5
'','jakarta pusat',''
'',bangka,''
'',badung,14/4
'','',23/4
'','',8/5/2013
'','',12/6/2013
'','',20/4/2013
'','',24/4
'','',25/5/2013
'','',6/5/2013
'',depok,19/5/2013
'',selayar,4/5
'','',18/4
'','',''
'','',''
'',mojokerto,15/5
'','',21/5/2013
'','',22/5/2013
'','',''
'','',21/5/2013
'','',19/4
'','',''
'','',18/4
'','',''
'','',''
'','',''
'','',''
'','',''
'','',''
'','',''
'','',18/4
'','banda aceh',''
'','',''
'','',16/4
'','',4/5
'','',28/4
'','',6/5/2013
'','',13/4
'','',14/4
'','',15/4
'','',''
'','teluk bintuni',''
'','',''
'','',''
'','',2/5
'','',25/5
'','',26/5
'','',''
'','',''
'','',''
'','',10/6
'','',1/5
1,'',''
'','',''
'','',''
'',medan,''
'',medan,''
'','',21/4
'argentina jalin bidang tani','',''
'as sepakati kerjasama siber','',''
'','',''
'','',''
'',semarang,14/4/2013
'',semarang,14/4/2013
'',semarang,14/4/2013
'','',''
'','',22/4
'','',14/5
'','',7/5/2013
'','',''
'','',19/4/2013
'','',15/5
'','',14/4
'','',2/5/2013
'','',27/5/2013
'','',''
'','',''
'buah tanjung priok','',22/5
'','',''
'','',28/4
'as kerjasama siber','',''
'','',''
'','jakarta selatan',14/4
'','',6/5
'',cirebon,''
'',cirebon,''
'',malang,''
'',tangerang,26/5/2013
'','jakarta utara',8/7/1951
'','',''
'','',4/5/2013
'','',''
'','',21/4
'','',27/4/2013
'','',9/1/2013
'','',24/5/2013
'','',4/5
'','',20/4
'','',14/4/2013
'','',''
'','',27/4
'','',20/4
'','',22/5/2013
'','',19/5/2013
91,'',''
'','',''
'',yogyakarta,19/5/2013
'',malang,28/4/2013
'','',''
'','',''
'','',''
'','',''
'','',22/5/2013
'','',''
'','',''
'','',''
'','',22/5/2013
'','',23/5/2013
'','',26/5/2013
'','',28/4/2013
'','',''
'',puncak,4/5/2013
'','',''
'','',1/5
'',padang,7/5/2013
'','jakarta pusat',19/5/2013
'',cilegon,13/6/2013
'',sumenep,15/6/2013
'','',14/4/2013
'','',''
'',indramayu,''
'','',21/4/2013
'',nias,3/5/2013
'','jakarta timur',15/5
'','ogan komering ilir',23/4
'','',15/4/2013
'',bandung,''
'',bandung,20/5
'','',27/5
'','lanny jaya',5/5
'','barito kuala',7/5
'',purwakarta,28/4
'',puncak,''
'',jayapura,''
'','',''
'','',24/4
'',sukabumi,''
'','',15/5/2013
'','',1/5
'',jember,21/4/2013
'','jakarta selatan',17/2/2011
'','',''
'','',''
'','',''
'','',''
'','',''
'','',''
'','',6/5
'',yogyakarta,12/6
'','jakarta selatan',6/5/2013
'','',27/4
'','',''
'',madiun,6/5
'','',''
143,asahan,16/4
143,asahan,''
'',bogor,''
'',gorontalo,''
'','',''
143,asahan,16/4
'','bone bolango',21/4
'',bogor,6/5
'',bogor,21/5/2013
'',metro,14/4
'','',19/4/2013
'','',6/5
'','',17/8/1951
'','',''
'','',23/5/2013
'',denpasar,24/4/2013
'',probolinggo,7/5
'','',''
'','',23/5/2013
'',kudus,''
'',madiun,''
'','',''
'','',11/6
'',madiun,''
'',madiun,6/5
'',puncak,''
'',makassar,1/5
'',semarang,13/5/2013
'',semarang,''
'','',15/5/2013
'',sanggau,1112/5/2013
'','',4/5
'','',''
'',bogor,''
'','jakarta selatan',28/4
'','',24/4
'',yogyakarta,29/4
'',banyuwangi,''
'',yogyakarta,april-19/5/2013
'','',''
'','jakarta selatan',''
'','',''
'',surakarta,10/6/2013
'','',7/5
'',bandung,29/4/2013
'',cianjur,15/5/2013
'',semarang,27/5/2013
'',sukabumi,21/4
'','',24/4/2013
'','',''
'','',10/5/2013
'manulife luncur asuransi murah','',6/5/2013
'','',19/5
'','',19/5/2013
'','',19/5/2013
'','',''
'',yogyakarta,16/4
'','',25/5/2013
'','',15/5
'','',''
'',metro,15/5
'','',''
'','',25/5
'','',''
'','',''
ktp,'',''
'','',8/5
'','',2/5/2013
'',puncak,19/5/2013
'',sukabumi,25/5/2013
'','jakarta timur',24/5/2013
'','',22/11/2012
'',banjarnegara,4/5/2013
'','',30/12/1984
'',puncak,''
'ktp baca 12 detik','',''
'','',''
'','',''
'','',''
'data kpu bocor','',18/4
'','',27/4/2013
'','',''
'','',14/4
'',semarang,''
'',semarang,''
'','',16/4/2013
'',semarang,5/5/2012
'',semarang,14/4
'','',''
'','',''
'','',''
'','',''
'','',14/4
'','',20/5/2013
'',wonosobo,28/4
'','',18/4
'','jakarta timur',28/4/2013
'',puncak,19/4/2013
'citarum naik resah',karawang,18/4
'',bandung,''
'','',''
'almarhum uje rencana garap sinetron religi',bandung,''
'',jayapura,22/5
'','',''
'','',''
'',jambi,7/5
'','',''
'',bandung,8/5
'',bekasi,''
'',denpasar,14/4
'','',''
'','',22/4
'',pati,19/4/2013
'',tangerang,15/5
'',bandung,''
'',surabaya,''
'','',''
'',tulungagung,27/6/2013
'','',''
'',bima,3/11/1994
'','',4/5/2013
'','',21/4/2013
'','',4/5/2013
'','',''
'',puncak,''
'','',19/12/1994
'','',20/5
'',makassar,2/5/2013
'','',5/5
'','',7/5
'',surabaya,18/4
'','mandailing natal',15/5/2013
'',tangerang,21/4
'','',14/4
'',metro,22/5/2013
'','jakarta pusat',5/5
'','',15/4
'','',20/5/2013
'','',6/5/2013
'','',23/4/2013
'','',21/4
'','',''
'','',''
'',cianjur,14/4
'','jakarta pusat',4/5
'',bandung,21/4
'','',25/4
'','',4/5/2013
'','',3/5/2012
'','',''
'',depok,19/5/2013
'','',''
'','',''
'',yogyakarta,1/5/2013
'',semarang,29/4
'',yogyakarta,13/5
'','',''
'',bangka,2/5
'',bangka,2/5
'',surakarta,''
'','',15/5
'',bangka,2/5/2013
'',bangka,''
'','',''
'','',''
'',kuningan,2/5/2013
spurs,'',11/5
'','',''
'','',17/5/2013
'',metro,11/6
'letak bukit',puncak,''
'','',6/5
'','',''
'','',''
'',sabang,''
'',bekasi,30/4/2013
'','',15/4/2013
'','',''
'',jayapura,18/5/2013
'detik jelang final chelsea vs benfica','',''
'detik ledakan bom maraton boston','',15/4
'detik potong burung versi muhyi','tangerang selatan',22/5/2013
'','',''
'','',29/4
'','jakarta pusat',22/4
'','',2/5
'','',17/5
'','',17/5
'',jayapura,''
'',metro,10/5/2013
'',indramayu,10/8/1980
'',indramayu,15/5/2013
'','',11/6/2013
'','',''
'','',''
'','',1/5/2013
'',tabanan,5/5
'',jembrana,''
'','jakarta pusat',''
'','',30/4
'','',''
'','',15/5
'','',''
'','',13/4
'','',''
'',bulukumba,5/5/2013
'','',23/4/2013
'',tasikmalaya,20/5/2013
'',jayapura,''
'',kendari,29/4
'','',''
'','',1/5/2013
'','jakarta selatan',27/4/2013
'','',28/4
'','',22/5/2013
'','',22/5/2013
'',pamekasan,22/4
'',batu,6/5/2013
'',kupang,13/6/2013
'','',25/4/2013
'','',''
'',purwakarta,25/5/2013
'',surakarta,''
'',sumenep,15/4/2013
'','',''
'','',''
'','',''
'',yogyakarta,19/4
'',prabumulih,13/5
'diam maria sharapova libur candi borobudur','',15/5
'',baru,''
'',palembang,21/4
'',palembang,22/4
'',baru,21/4
'forth worth rindu tanah air','',13/4
'','pematang siantar',25/5/2013
'',metro,26/11/1966
'',gianyar,24/4
'',bandung,7/5/2013
'',denpasar,25/5/2013
'',surabaya,26/4
'','',25/5
'',bandung,18/5/2013
'',lebak,6/5
'','jakarta timur',24/5/2013
'',bandung,30/4
'','',6/5
'','',6/5
'','serdang bedagai',''
'',bandung,19/4
'','',15/5/2013
'',kupang,4/5
'','',27/4
'','',6/9/2007
'',banjarnegara,''
'','',6/5/2013
'','',''
'',sukabumi,15/5/2013
'','',8/5
'',pemalang,15/4/2013
'','jakarta selatan',23/4
'','',7/5
'',semarang,7/5
'',tangerang,25/4
'',makassar,28/4
'',buleleng,14/4/2013
'',baru,11/6/2013
'','',22/5/2013
0,'',7/4/2013
'','kotawaringin timur',25/5
'','',24/4
'','',12/6
'',banjarmasin,13/5
'',banjarmasin,6/5
'','jakarta barat',7/5
'',banyumas,''
'',tangerang,6/5/2013
'',serang,25/4/2013
'','',5/5
'',lebak,24/4/2013
'','jakarta pusat',''
'','',''
'','',25/4/2013
'','',''
'','kutai timur',24/5
'','jakarta utara',1/5/2013
'',palembang,25/5
'',bengkulu,30/4
'',depok,14/4/2013
'',bandung,23/5/2013
'','jakarta selatan',24/4/2013
'','',20/4
'','',7/5
'',pekanbaru,''
'','',''
'',pekalongan,''
'','',''
'','jakarta selatan',20/4/2013
'','',''
'','',21/7/2013
'','',18/4
'','jakarta selatan',28/4/2013
'','',''
'',kediri,''
'',yogyakarta,20/5
'','jakarta pusat',26/5/2013
'','raja ampat',20/5/2013
'',bandung,3/5/2013
'',surabaya,''
'','',15/5
'','',''
'','jakarta timur',15/5
'',badung,14/4
'ktp difotocopy','deli serdang',''
'','',24/4
'',bogor,22/4
'','',28/4
'',batam,''
'',pontianak,''
'',bogor,22/4
'',semarang,''
'','',6/5
'','',''
'','',19/4/2013
'',dumai,''
'',mimika,12/6
'',lebak,''
'',tangerang,6/5/2013
'','',6/5
'','',''
'','',22/4
'','',7/5
'','',3/5
'','kulon progo',''
'',manado,22/4
'',mimika,5/5
'',gorontalo,15-18/4/2013
'',pontianak,29/4
'0 persija puruk 15',jayapura,''
'','',27/4/2013
'','',28/9/2013
'','',16/4/2013
'1 madura united kalah cepat',bandung,19/5/2013
'',ternate,''
'','',23/5/2013
'',palembang,29/4/2013
'','raja ampat',17/5/2013
'','jakarta timur',15/5
'',indramayu,5/5
'',metro,5/5/2013
'',kediri,24/5/2013
'',balikpapan,23/5/2013
'','jakarta timur',21/5/2013
'','',29/4/2013
'',garut,15/4/2013
'','',15/5
'','',18/4
'',yogyakarta,''
'',yogyakarta,24/4
'',yogyakarta,''
'','gunung mas',24/11/2011
'','',7/6
'',metro,12/6
'',bengkulu,17/5
'','jakarta pusat',7/6/2013
'',surabaya,23/4
'19 u14 berpretasi piala afc','',26/4
'',lebak,7/5
'',padang,24/4/2013
'',bandung,23/4/2013
'','',23/4/2013
'','jakarta pusat',23/4
'',depok,15/4
'','',7/5/2013
'',sorong,15/5/2013
'',sorong,15/5/2013
'','',15/4/2013
'','',4/5
'','',7/1
'',puncak,24/5/2013
'','',''
'','',''
'','',''
'','',21/4
'pbb sepakat kutuk suriah','',''
'','',15/5
'','jakarta pusat',''
'','jakarta pusat',8/5/2013
'','',4/5/2013
'',name,''
'','',28/4/2013
'','',''
'','',13/5
'','',''
'','',''
'','',''
'','',''
'','',11/6
'','',''
'','',23/4
'','',24/4
'',pontianak,24/4/2013
anak,metro,''
'','jakarta selatan',26/4/2013
'','',26/5
1,'',25/4
'','',18/5
'','',5/5
'','',''
'','',22/4
'panasi muenchen handuk pantai','',26/5
'',bandung,22/4/2013
'',medan,25/4/2013
'',pontianak,27/3
'',semarang,15/5
'',pekanbaru,''
'',bangka,''
'','lombok tengah',''
'','',26/4
'','',25/4
'','',15/4
'','solok selatan',2/5
'','jakarta pusat',20/4
'',mamuju,''
'',sukabumi,''
'','',24/4
'',ponorogo,''
'','',4/5
'','',25/4
'','',29/4
'','',8/5
'','',''
'','',''
'','tana toraja',''
'',semarang,25/5
'','',24/4
'','',''
'','bangka barat',1/1/2014
'',denpasar,15/4
'','',''
'',surakarta,21/4/2013
'','',3/5
'','',''
'','',''
'',sukabumi,''
'',batam,''
'',sukabumi,14/4
'','mamuju utara',''
'',bima,''
'bawaslu bahas rancang atur pilu 2014','',18/4
'',mamuju,''
'','',''
'','',''
'','',''
'',kupang,''
'',kupang,''
'','',''
'','',''
235,'',18/5
'','',6/5
'',tangerang,''
'','',3/5
'','',''
'','',13/5
'was target kurikulum turun','',20/5/2013
'perintah beda ruu pemilukada molor','',15/4
'perintah bahas pilkada','',''
'',batanghari,''
'',cimahi,21/4
'',baru,20/4/2013
'','',21/4
'',bogor,29/4
'','',29/4
'','',''
'',pekanbaru,22/4
'',surabaya,6/5
'','',26/5
'',badung,6/5
'','pagar alam',''
'','',14/5
'','',23/5/2013
'',karimun,''
'','',15/5
'',bogor,29/4
'','jakarta selatan',20/4
'',pacitan,6/5
'','',''
'','',18/5
'',temanggung,26/5/2013
'',surabaya,6/5
'',asahan,''
'',majalengka,''
'','',22/4/2013
'','',16--26/5/2013
'','',11/6/2013
'',rembang,24/4
'','',21/4
'',yogyakarta,19/4/2013
'','',27/4
'',tegal,28/4
'','',15/4
'','',19/4
'','kepulauan aru',12/12/2012
'',majalengka,15/4/2013
'','',21/5/2013
'','',21/5/2013
'',kupang,23/5/2013
'','',''
'','',''
'','jakarta timur',5/5
'','',8/5
'',palembang,24/5/2013
'','',''
'',medan,''
'',semarang,6/5
'',bantul,''
'',yogyakarta,7/5/2013
'',mataram,2/5
'',yogyakarta,''
'','',''
sudikerta,'',2/5
'','',19/5
'',barru,13/4
'','',''
'',sleman,''
'',tangerang,14/4
'',yogyakarta,15/5
'',bandung,17/5
'',kebumen,15/2
'',sidoarjo,1/5
'',palembang,''
'',tasikmalaya,7/5
'','',16/4
'',sumenep,13/5
'','',''
'','',''
'',palu,''
'',magelang,7/5
'laba mini temu china baratdaya','',22/5
'','nagan raya',7/5/2013
'','jakarta timur',15/4/2013
'','indragiri hilir',''
'','',3/5
'',bangka,3/5
'',cirebon,''
'',cirebon,24/4/2013
'',ambon,16/4
'',tasikmalaya,7/5/2013
'','',''
'','',16/4
'','',22/4
'',surabaya,''
'',sorong,30/4/2013
'','',''
'','',18/4
'',yogyakarta,5/5
'',bandung,''
'',medan,''
'','',15/4
'','',18/4
'','',18/4
'','',29/4
'','',''
'','',''
'','',''
'','',''
'','',6/5
'','',15/5/2013
'',padang,''
'','',22/5
'','',26/5/2013
'',puncak,24/5/2013
23,'',16/4/2013
'',lebak,5/5/2013
'',makassar,1/1/2011
'','',''
'','',4/5
'',ciamis,24/5/2013
'','',17/5
'','',8/5
'','',''
'','',25/4
'','',24/5
'','',28/4
'','',18/4
'','',7/5
'',majalengka,4/5
'','',''
'ktp fotokopi berulangkali staples','',15/5
'ktp ganggu pilu','',7/5
'ktp fotokopi','',11/4/2013
'ktp foto copy gugat mendagri','',6/5
'ktp rusak foto kopi','',11/4/2013
'tiketing krl 1 ancam molor',bogor,23/5/2013
'',surabaya,9/6/2013
'',semarang,25/4
'',semarang,29/4/2013
'',semarang,26/5/2013
'','',''
'','',21/5
'',lamongan,24/4
'sihat ngotot maju pilgub jawa timur','',15/5
'','',''
'','',''
'','',6/5
'','jakarta timur',15/5
'',semarang,''
'','',23/5
'',padang,''
'','',''
'','',''
'','',15/4
'',surabaya,21/4
'','',6/5/2013
'','',''
'',jambi,23/4
'','jakarta pusat',18/4/2013
'','jakarta selatan',25/4
'',medan,18/4
'',surabaya,30/4
'','',20/5/2013
'',tasikmalaya,''
'',bandung,''
'','jakarta selatan',24/4
'','jakarta selatan',''
jaksa,'jakarta selatan',25/4
'','',''
kep,'kepulauan seribu',''
'',natuna,1/5/2013
'',bandung,12--14/6/2013
'',tasikmalaya,27/5/2013
'',pekanbaru,16/4
'','',25/5
'','jakarta timur',28/4/2013
'','',''
'','',16/4/2013
'',medan,15/5
'',bogor,11/6/2013
'',bojonegoro,''
'','',''
'','',''
'','',16/4
'','',''
'',tangerang,26/5/2013
'',padang,''
'','',''
'',surakarta,7/5
'',surakarta,2/5
'','',''
'main putus perkara','jakarta pusat',15/4
'',palembang,''
'','',20/5/2013
'',cianjur,15/4
'','',20/5/2013
'',sidoarjo,15/5
'',maros,''
'','',24/4
'','',''
'',nunukan,20/5
'',bekasi,28/4
'',bandung,26/5
'','',11/9/2001
'','mamberamo raya',''
'','lampung barat',19/4
'','ogan komering ulu',2/5
'',minahasa,''
'','',''
'',bogor,''
'',surabaya,''
'','',''
'',baru,''
'',metro,10/7/2013
'','jakarta timur',8/5
'',batam,''
'',batam,''
'','jakarta timur',17/4
'','',15/5/2013
'','',15/5
'','',''
'','',22/4/2013
'','',18/5/2013
'',yogyakarta,''
'','',17/4
'',sorong,30/4/2013
'',sampang,30/4
'','',''
'','',8/5
'','jakarta selatan',10/4/2013
'','',''
'','',21/4/2013
'','',23/4
'','',25/4/2013
'','',''
'','',3/5/2013
'','',1/1/2014
'0 rep ceko','',20/4
'','',''
'','',20/4/2013
'',bandung,19/6/2013
'','',''
'','',15/4
'','',''
'','',18/4
'','',2/5/2013
'','',14/5/2013
'','',15/5
'','',''
'','',''
'','sabu raijua',18/4
'','',''
'','',12/5/2013
'','',29/4
'','',''
'',cianjur,18/4
'',bone,14/5/2013.rabu
'','',19/5/2013
'',bandung,15/4
'','',''
'',denpasar,15/4
'',semarang,28/4
'',semarang,''
'',garut,20/4
'',semarang,''
'','',''
'','',''
'','',18/4
'','',''
'','',''
'',pidie,''
'',depok,29/4/2013
'',bekasi,''
'',metro,17/5/2013
'','jakarta selatan',19/4
'','',25/5/2013
'','jakarta selatan',1/5/2013
'peta minta presiden batal qanun bendera aceh','aceh barat',''
'','',''
'','',''
'','',''
'','',''
'','',28/6
'','',''
'','',5/5/2013
'','',12/4/2013
'','',''
'','',12/5/2013
'','',''
'','jakarta selatan',25/4/2013
'','',8/5
'','',8/5
'fakta tarik arsenal vs everton','',17/4/2013
'fakta tarik liverpool vs chelsea','',21/4/2013
'fakta tarik dortmund vs madrid','',24/4/2013
'fakta tarik jelang basel vs chelsea','',26/4/2013
'fakta tarik jelang chelsea vs everton','',19/5/2013
'fakta tarik jelang fulham vs arsenal','',20/4/2013
'fakta tarik jelang newcastle vs arsenal','',19/5/2013
'fakta tarik jelang swansea vs city','',4/5/2013
'fakta tarik jelang tottenham vs city','',21/4/2013
'','',''
'','',15-22/6/2013
'',puncak,24/4
'',metro,27/5
'',medan,24/5/2013
'','',11/6
'hamas sepakat perintah nasional','',14/5
'','jakarta barat',''
'',kendari,29/1/2013
'','',17/5/2013
'','',20/11/2012
'','',17/5/2013
'','',25/5/2013
'','',24/4
'','',17/4/2013
'',surabaya,15/4
'','',''
'','',''
'','',19/4
'','',20/4/2013
'','',20/4
'','',21/4
'','',''
'','',''
'','',13/7/2013
'','',''
'','',19/5/2013
'','',2/8/2013
'','',''
'',samarinda,''
'','',25/5/2013
'','',''
'','',25/4/2013
'','',''
'','',14/4
'','',26/5/2013
'','',''
'','',5/5/2013
'','',''
'','',30/4
'','',''
'','',18/4/2013
'','',5/5
'','',''
'','',20/4
'','jakarta selatan',19/5/2013
'','',25/4
'','',24/4
'',baru,20/5/2013
'','',''
'',yogyakarta,13/5
'',bandung,4/5
'',bandung,4/5
'',malang,''
'','halmahera barat',16-18/5/2013
'','halmahera barat',18-21/5/2013
'',bandung,14/4
'','',20/4
'','',''
24,'',''
'','',''
'','',10/5
'','',''
'','',30/4
'','',''
'','',''
'',bandung,''
'',puncak,''
'','',''
'','',''
'','',''
'','',''
'','',''
'','',15/6/2013
'','jakarta selatan',22/5/2013
'','',30/4
'','',17/4/2013
'',lumajang,19/5/2013
'','',28/12/1984
'',puncak,16/5/2013
'','',26/5/2013
'','',12/6
'','',18/5
'','',4/5/2013
'',baru,''
'cita lurah','kepulauan seribu',''
'',kuningan,''
'','',20/5
'','',23/7/1987
'','',''
'','',''
'','',18/4
'',bogor,''
'','',18/5/2013
'',semarang,''
'rscm temu apotek jual daring jual viagra palsu',bandung,2/5
'','',''
'eating disease victim gets prosthetic hands','',''
'','',13/4/2013
shanghai,'',27/4
'','',''
'','',20/5/2013
'','',''
'','',7/5
'','',7/5/2013
'','',17/4/2013
'',metro,''
'2019 rentan korupsi','',29/4
'','',28/4
'','',29/4
'','',''
'','',15/5
'',yogyakarta,21/4
'','',23/5/2013
'','',''
bulgaria,'',''
'','',24/4/2013
'','',''
'','',''
'ktp card reader','',''
'','',26/4
ktp,yogyakarta,7/2
'','',15/5
'','',18/4/201
'',bogor,18/4/201
'',surabaya,19/4/2013
'','',24/5/2013
'','',24/4
'',mimika,19/5/2013
'',jayapura,''
'','',14/5
'','',''
'',bone,22/5
'','',''
'','',26/5
'','',''
'','',''
'','',15/5
'','',''
'','',''
'',baru,17/5
'',tangerang,21/5/2013
'','',10/5
'gado bonbin siram sangrai',lingga,''
'','',6/5/2013
'',banyuwangi,23/9/1957
'',bogor,''
'','',18/4
'','',25/4
'',pekanbaru,''
'',bogor,12/4
'',kupang,2/5
'','',''
'','',1/1/2013
'','',14/4
'',kampar,''
'',kampar,1/5
19,'',''
'',purwakarta,7/5
'','',20/4/2013
'','',''
'','',''
'',surabaya,''
'',solok,6/5/2013
'','',''
'',semarang,19-26/5/2013
'',denpasar,7/5
'','',22/5/2013
'',yogyakarta,15/4
'','',14/4
'',tegal,19/5/2013
'',semarang,26/5/2013
'',kendal,25/4/2013
'',purbalingga,''
'',semarang,26/5/2013
'heru tang delapan 10 dapil jateng',semarang,26/5/2013
'heru raih suara versi jsi',surakarta,''
'heru unggul pilgub jateng komentar puan maharani','',26/5
'','',24/4/2013
'','',''
'','',12/4/2013
'','',16/4/2013
'','',''
'gara guyur bir ribery musuhi boateng','',14/5/2013
'gara hindari lubang bus seruduk',sukabumi,28/4
'gara knalpot bising muda keroyok tewas',sukabumi,5/5
'gara gila polisi tangkap',kendari,16/4/2013
'gara nasi kucing anas batal kpk','',29/4/2013
'','',''
'','',''
'',bogor,18/4
'',metro,24/4/2013
jakarta,denpasar,''
'','',30/4
'pulau tang','banda aceh',20/4
'','',15/5/2013
jakarta,denpasar,4/5
shanghai,denpasar,''
'','',''
'',batam,''
'',metro,18-22/4/2013
'',medan,1/6/2013
'',bengkulu,''
'',garut,''
'',bekasi,''
'',indramayu,27/4
'','',12/4/2013
'','',7/5
'','jakarta pusat',14/6/2013
'',bandung,11/4/2013
'','',''
'','',''
'','',28/4/2013
'','',10/5
'','',''
'','',''
'','jakarta timur',''
'','jakarta timur',30/4
'','jakarta timur',''
'',pekanbaru,21/6/2013
'','',''
'','',''
'','',15/5
'',yogyakarta,6/5
'',garut,13/6/2013
'','',''
'','',19/4
'',baru,''
'',yogyakarta,''
'','',''
'bakauheni capai 15 meter','',29/4/2013
'',cianjur,21/4
'',simeulue,15/5
'',bogor,''
'',batang,''
'',padang,12/6/2013
'',tasikmalaya,5sr
'','',''
'',simeulue,''
'',tolikara,''
'','pesisir selatan',''
'','',''
'','',''
'','maluku barat daya',''
'',padang,''
'','',''
'','',20/4
'','maluku tenggara barat',''
'','',''
'','',''
'','',16/4
'','lampung barat',''
'','',24/4/2013
'',donggala,30/4/2013
'','jakarta selatan',20/4
'','',''
'',banjarnegara,18/3
'',banjarnegara,19/4
'',banjarnegara,19/4/2013
'','',''
'','',16/4/2013
'','',''
'','',21/4
'',bengkulu,''
'','',20/4/2013
'','',''
'',bandung,6/5
'',banjarnegara,19/4
'',makassar,''
'','jakarta selatan',15/5
'',yogyakarta,''
'',semarang,19/5
'',pekanbaru,19/5
'',pekanbaru,''
'',yogyakarta,28/4
'','',''
'','',30/4
'',baru,''
'','',26/4
'','',''
'','',13/4/2013
'','',''
'','',''
'',padang,''
'',magelang,14/4
'',medan,20/4
'',magelang,''
'',magelang,''
'',magelang,''
'','',''
'','',7/5
'','timor tengah selatan',27/5/2013
'',bangka,29/4
'',bekasi,2/5/2013
'','',23/5
'','',25/5/2013
'','',23/5
'','',16/4
'','',18/4
'','',''
'','',20/5/2013
'','',''
'','',25/4
'','',4/5
'','',20/7/2013
'','',''
'','',20/5/2013
'','jakarta pusat',26/5/2013
'','',14/5
