@relation LocationAndTimeAndSubtittle

@attribute subtittle string
@attribute location string
@attribute time string

@data
'','',4/5/2013
'','',7/5/2013
'','jakarta selatan',20/4
'',tuban,21/4
'',padang,''
'','',27/4
'',surabaya,2/5
'',gorontalo,14/4/2013
'',depok,15/4
'',jayapura,28/4
'','',20/4
'',yogyakarta,''
'',padang,''
'','jakarta selatan',29/4
'','',''
'','',26/6/2015
'','aceh jaya',17/4
'',pekanbaru,''
'','jakarta pusat',''
'','',''
'','kutai timur',''
'',semarang,5/5
'','',15/5/2013
14,pekanbaru,20/5/2013
'','',''
'','',10/6
'','',''
'',bandung,15/4
'','',3/5/2013
'','',22/5/2013
'',mimika,19/5/2013
'','luwu utara',25/4
'',agam,''
'','',26/6/2015
'','flores timur',19/5/2013
'','',24/6/2015
'',pontianak,27/4
'','kepulauan mentawai',''
'',bandung,18/8/2004
'',temanggung,6/5
'','puncak jaya',18/4
'','jakarta selatan',24/6/2015
'',tangerang,4/5/2013
'',pamekasan,''
'','',14/5
'','',''
'','gunung kidul',15/4
'',klaten,22/4
'','',27/6
'','kulon progo',11/5
'',ambon,12/5/2013
'','jakarta timur',28/6/2015
'','',''
'',palembang,24/4/2013
'',pontianak,3/5/2013
'','jakarta timur',28/6/2015
'',banjar,''
'',baru,19/4
'',bandung,18/6/2013
'',makassar,24/6/2015
'','kutai kartanegara',28/4
'',bengkulu,''
'','',24/6/2015
'','',21/4
1,'',''
'',makassar,''
'','jakarta timur',5/5/2013
'','jakarta pusat',7/5/2013
'',samarinda,23/4
'','',7/5/2013
'','',30/4/2013
'','',22/7/2013
'',denpasar,29/4
'',yogyakarta,18/4/2013
'',batam,''
'','jakarta selatan',24/6/2015
'','penajam paser utara',1/5
'','',24/6/2015
'','',shelter
'',baru,''
'',yogyakarta,24/6/2015
'','pasaman barat',''
'','',''
'','',''
'',yogyakarta,7/5
'','',''
'','',''
'','',23/4
'',surabaya,24/6/2015
'',kuningan,12/5
'',makassar,24/6/2015
'','',''
'',pekanbaru,''
'',bogor,''
anak,lebak,3/5/2013
'','',''
'','',smartphone
'','',23/5/2013
'','',''
'',bengkulu,6/5/2013
'',depok,25/4
'','',''
'','jakarta pusat',6/5/2013
'',gorontalo,18/4/2013
'','',27/5/2013
'',gorontalo,''
'',bandung,30/4
'','jakarta pusat',''
'','',19/4
'','jakarta timur',15/5/2013
'',yogyakarta,1/5
'','barito kuala',''
'',malang,''
'','',13/6/2013
'','',26/5/2013
'','',''
'','',15/5/2013
'','',''
'','',''
'','',14/6/2013
'',baru,26/5/2013
'',banjarnegara,19/4
'','',24/6/2015
'','',21-26/4/2013
'',semarang,''
'','',''
'',sorong,''
'',bandung,21/4
'','',11/4/2013
'','jakarta pusat',28/4/2013
'','',11/4
'',rembang,28/4/2013
'','',''
'','',17/5
'','',''
'',kampar,''
'','barito kuala',''
'',cilacap,''
'',medan,24/4/2013
'',tangerang,8/5/2013
'','',''
'','jakarta utara',21/5/2013
'','',''
'',banyumas,6/5
'',denpasar,24/6/2015
'',manado,''
'','',1/5
'',jayapura,''
'70 tewas ledakan pabrik pupuk texas','',18/4
'','jakarta utara',26/5/2013
'',medan,7--24/5/2013
'','',''
'',demak,20/4
'',manado,21-23/4/2013
'','',24/6/2015
'','',''
'','',13/5
'',banjarmasin,1/5
'',sleman,24/5
'','',''
'',kupang,27/4
'',cilacap,20/4
'','',24/5
'',padang,''
'',medan,''
'',madiun,6/5
'','',''
'',purwakarta,7/5
'','',6/5
'',tangerang,13/5/2013
'','',24/6/2015
'','',''
'','',5/5
'',purwakarta,10/6
'','',27/4
'',sleman,13/6
'',metro,6/5
'','',''
'','',''
'',surabaya,''
'','',11/5/2013
'','',''
'',surabaya,''
buah,'',30/4
'','bangka barat',''
'6 lebaran jual','',11/5/2013
'',serang,2/5/2013
'','',''
'','',''
'','',''
'','',12/5
'','',27/4/2013
'','',2/5
'','',17/5
'','',''
'','',25/5
'','',''
'',yogyakarta,11/5
'',depok,1/7/1944
'','',''
'','',''
'','banda aceh',23/4
'dragon bigbang kirim video','',''
'','',''
'','',26/5
'','',11/6/2013
'','',''
'','aceh timur',15/4
'',garut,''
'',garut,17/4/2013
'',garut,2/5
'',garut,''
'',puncak,20/4
'','',29/4
'','',28/4
'','',5/5/2013
'',sleman,''
'','kotawaringin timur',9/4/2014
'','',13/4
'',pekanbaru,''
'',surabaya,2/7/2013
'',pemalang,11/6/2013
'','',''
'',baru,''
'','banda aceh',''
'','',''
'lena gomez ipod beckham','',3/5/2013
'','',24/4/2013
'','',28/4/2013
'','',''
'',metro,''
'','',16/5/2013
'','',26/4/2013
'',sumenep,''
'',kuningan,''
'',malang,17/4
'','',2/5/2013
'','',3/5
'',puncak,19/4/2013
'',metro,2/5
'',metro,24/4
'',blitar,21/4
'',makassar,7/5
'',makassar,''
'',madiun,29/8/2013
'',jember,21/4
'',makassar,7/5
'',bantul,26/5/2013
'',sanggau,''
'',metro,17/5
'',batam,24/5
'','',14/5
'','',20/4
'','',6/5
'','',11/9/2001
'','',30/5/2013
'rock usia 60','',''
'','',17/5
'','',15/4
'','',''
'gara skandal kawin','',''
'','',''
'','',16/5/2013
'',bogor,''
'','',''
'','',''
'','',''
'31 mei 2013',batam,31/5/2013
'','',''
'','',''
'','',''
'','',''
'','',25/5/2013
'',kuningan,23/5/2013
'',semarang,5-12/5/2013
'',sukabumi,25/5
'',bandung,24/4
'',tasikmalaya,5/5
'','',10/5/2013
'',bandung,1/5
'','',29/4
'',batu,''
'','',28/4
'turki miliki','',27/4
'','',''
'','',''
'',tasikmalaya,5/5/2013
'1 barca versus muenchen','',2/5
'','jakarta barat',21/6/2013
'','jakarta pusat',2/5/2013
'','',24/4
'','',''
'','',''
'','',19/5/2013
'','',''
'','',15/4
'','',15/4
'','',''
'','jakarta utara',2/5
'','jakarta selatan',26/4/2013
'','',''
'','belitung timur',15/5
'','jakarta pusat',''
'','',16/4
'',yogyakarta,''
'','',15/4
'','',15/4/2013
'','jakarta utara',18/4/2013
nalar,'',15/4
'',belitung,15/4
'hendra mundur asia championships','',14/4
'','',''
'',pontianak,''
'','jakarta selatan',16/5
'',karo,15/5
'','raja ampat',19/5/2013
'','raja ampat',18/5/2013
'',sorong,15/5
'','jakarta selatan',18/5
'','jakarta selatan',16/5
'','',18/5
'','',18/5
'',karo,''
'',jayapura,''
'','',18/5/2013
'',denpasar,31/5/2013
'','',''
'',sidoarjo,11/5
'',balikpapan,1/5
'',bandung,5/5/2013
'',bandung,''
juli,baru,''
'','',''
'320 kuat armada citilink',banjarmasin,''
'','',5/5
'',semarang,21/4
'','',22/5/2013
'',padang,1/5/2013
'',baru,7/5
'',makassar,5/5
'',yogyakarta,18/5
'',palembang,''
'','',17/5
'',surakarta,27/4
'','',14/4/2013
'','',14/4
'','',''
'','',20/4
'','jakarta barat',19/5/2013
'','',''
'','tapanuli utara',11/5
'',kediri,18/4
'',pontianak,''
'',pontianak,19/4
'','',19/5/2013
'','',19/5/2013
'',bogor,8/9/2013
'','',''
'',bogor,''
'','',22/5
'','',''
'',tangerang,1/5/2013
'','',4/5/2013
'','',25/4
'','',''
'',palembang,26/5/2013
'','jakarta pusat',18/5
'',indramayu,8/5
'','',14/4/2013
'',sikka,23/5/2013
'','kepulauan aru',14/4
'',magelang,15/4
'','',''
'',madiun,6/5
'',garut,5/5
'',bandung,15/5/2013
'','',6/5/2013
'','',''
'',asahan,20/5/2013
'','',15/4/2013
'','',''
'','',''
'','',23/4
'',malang,2/5/2013
'','',7/5/2013
'','',3/5/2013
'','',11/5
'','',13/5
'','',20/4/2013
'',tangerang,1/5
'','',27/5
'sepeda sekolah',bulungan,18/4/2013
'','jakarta selatan',''
'',mataram,7/5
'',bandung,24/4/2013
'','',''
'','',20/5
'','',7/5/2013
'',baru,''
'',kudus,27/4
'','',18/5/2013
'','jakarta selatan',22/5/2013
'','',30/9/2013
'','',16/4/2013
'','',''
'','',''
'','',12/5/2013
'','',''
'','ogan komering ilir',14/4/2013
'',palembang,21/4
'',jambi,30/4
'',palembang,''
'ishak tang pilkada sumsel',palembang,6/6/2013
'','',11/6
'','',14-16/6/2013
'',bandung,15-16/6/2013
'','',7/5/2013
'','jakarta pusat',18/5/2013
'','',''
'','',''
'',bogor,6/5
'','',4/5
'','',25/4
'','',19/4
'','',3/5/2013
'','',20/5/2013
'','',15/4/2013
'robinho libat adu mulut','',15/5/2013
'','',13/5
'','',7/5
'','',14/4/2013
'','',14/4
'','',27/4
'','',''
'','jakarta pusat',1/5/2013
'',bogor,1/5/2013
'',palembang,5/5
'','',21/5/2013
'','',26/5/2013
'','',7/5
'',padang,28/4/2013
'',ambon,13/5/2013
'','',12/6/2013
'',baru,22/5/2013
'','',7/5
'','',15/5
'','',15/4
'','',''
'','',1/5/2013
'','',''
'','',''
'',bandung,29/4/2013
'','',20/4/2013
'','',''
'','jakarta timur',27/4
'',palembang,24/4/2013
'','',''
'',bandung,''
'','',''
'','',''
'','',14/5
'',banjarnegara,19/4
'',pekanbaru,1/5/2013
'',pekanbaru,''
'',jambi,25/4
'',jambi,''
'','',21/5/2013
'','',''
'','',''
'','',31/12/2012
'','',''
lumajang,jember,6/7/2012
'',kuningan,6/5/2013
'',kuningan,6/5/2013
'diam intip kicau sby twitter','jakarta timur',4/5/2013
'','',6/5
'',bogor,6/5
'','jakarta timur',4/5/2013
'',bogor,''
'','',6/5
'','',29/4
'','',6/5
'','',6/5
'','',28/4
'','',6/5
'',yogyakarta,18/5
'','',6/5
'','',29/4
'',bogor,6/5/2013
'','',15/4
'','',26/5/2013
'','',''
'','',19/5/2013
'','',16/1
'','',17/4
'','',''
'','',4/5
'','',24/5
'',surabaya,23/5
'','',24/4
'','',''
'','',15/4/2013
'','',''
'','',''
'','',15/5
'','',''
'','',14/5/2013
'','',''
'','',''
'','',''
'',tegal,2/5
'','',''
'rian singkir ngenas','',''
'ryan boyong gelar',baru,''
'','',15/5
'',bandung,''
'','',15/5
'','',18/4/2013
'','',24/4/2013
'','',15/5
'','',23/5/2013
'',purwakarta,28/4
'','belitung timur',1/5/2013
'',bogor,''
'',denpasar,24/4
'',sampang,15/4
'','kotawaringin timur',''
'','',''
'','pesisir selatan',''
'','',''
'','',22/2/2013
'','',14/4
'','',18/4
'',surabaya,''
'',makassar,19/5/2013
'',pekanbaru,15/5
'',pekanbaru,''
'',puncak,''
'',yogyakarta,24/4
'','jakarta selatan',15/5
'',yogyakarta,24/4
'','',24/5/2013
'','jakarta timur',20/4
'',yogyakarta,''
'','',''
'','',7/5/2013
'','',''
'','',''
'','',''
'','',7/5
'',balikpapan,''
'',padang,28/4
'','',''
'',garut,16/4
'',garut,''
'',palu,''
'','',13/5
'',bandung,06/5/2013
'','',28/4
'','',24/5
'',makassar,13/5
'',semarang,''
'','',13/5
'malaysia tahan','',2/5
dunia,'',27-28/4/2013
'','',23/4/2013
'',klaten,''
'',klaten,''
'',semarang,28/4/2013
'','',''
'',bogor,23/4
'','',''
'','',''
'','',''
'','',6/5
'','',25/4
'',binjai,''
'',trenggalek,27/5
'',bandung,23/4
'',tasikmalaya,15/5
'','',''
'','',''
'','',''
'','',26/4
'','',5/5/2013
'',jambi,24/4
'',jambi,21/4
'',jember,24/4/2013
'',bengkulu,19/4
'','',3/7/2013
'',batu,25/4
'',jember,21/6/2013
'','',5/5
'','',5/5/2013
'','',''
'','',5/5
'',tasikmalaya,5/5
'','',5/5
'',badung,6/5
'',pekalongan,''
'',bintan,18/4
'','',15/4
'','',6/5
'','',''
'','',''
'hati pilih bisnis','',19/5
'','jakarta selatan',18/4
'','jakarta timur',17/5/2013
'','kepulauan yapen',7/5
'','jakarta selatan',23/5/2013
'',surabaya,''
'',surabaya,''
'',batu,4/5
'',batam,''
'','',7/5
'','',20/5
jaga,'',29/4
'','',''
'',bandung,''
'','',''
'','',''
'',padang,''
'','',10/6
'','',smartphone
'','',''
'palestinian peace plan','',''
'','',29/4/2013
'anak bangladesh','',19/5
'anak bangladesh','',''
'','',18/5
'','',14/5/2013
'','',21/5/2013
'','',16/5/2013
'',medan,24/4
'',banjarmasin,15/4
1,malang,''
0,'',''
'',lamongan,22/5
2,malang,29/4
0,malang,''
'',malang,''
'','',''
'up paruh isl',jayapura,2/5
0,bangkalan,23/5
'',banjarmasin,25/5
'','',''
2015,'',15/4/2013
'','',''
'',kuningan,''
'','',''
'','',''
'','jakarta selatan',25/5/2013
'','',7/5/2013
'',yogyakarta,24/4
'',temanggung,25/4
'',bengkulu,12-14/4/2013
0,'',17/4
'','',''
'0 everton','',''
'','',''
'','',23/6/2013
'','',''
'0 gol walcott','',28/4
1,'',''
'','',15/5/2013
'','',8/5
'','',''
'','',''
'','',5/5/2013
'',garut,8/9/2013
'',semarang,22/3
'jepara alih',demak,20/4
'',batam,27/4
'',bogor,''
'','',''
'',kupang,15/5/2013
'','',''
'','',''
'','',18/4/2013
'','',''
'','',''
'','',''
'','',10/5
'','',7/5
'','',11/6
'','',''
'','',26/5/2013
'',kupang,''
'',bogor,22/4
'','',11/6
0,'',28/4/2013
'','',''
'',jayapura,28/4
'','',15/4
'','',6/9/2007
'','',''
'','',''
'','',19/4
'sekutu dukung gerilyawan suriah','',22/5
'','',''
'','',29-30/4/2013
'','',''
'',garut,24/4
'','jakarta barat',22/4/2013
'','',''
'','',18/12/2012
'','',16/4/2013
'',malang,1/5/2013
'','',''
'',semarang,10/5
'ktp sukses bpjs','',15/4
'',surabaya,23/4
'','batu bara',20/5/2013
'',makassar,''
'','kepulauan yapen',''
'','kepulauan yapen',''
'',cirebon,''
'dosa ampun','',15/4
'','',17/4/2013
'','serdang bedagai',''
'',kolaka,''
'','',23/5/2013
'',bandung,02/05
'',bogor,''
'','',20/12/1977
'','',22/5
'','',7/5
'','',''
'',palembang,''
'','',27/5
'','',''
'','',''
'',depok,11/6/2013
'',bogor,24/4
'','',''
'',metro,29/4
'',kupang,15/5
'',jambi,25/4
'','',''
'',palembang,5/5/2013
'',baru,''
'',palembang,''
'','',''
'','',3/5
'','',''
'','',19/5
'','',''
'','',18/4
'','',29/4/2013
'','',6/5/2013
'','',''
'',kudus,''
'kampung layu selesai','',''
'','',13/5/2013
'','',''
'','',20/5/2013
'','',''
'',temanggung,24/4
'','',13/4
'','',6/5/2013
'','jakarta selatan',14/4
'',tangerang,26/5/2013
'',bogor,''
'',yogyakarta,24/4
'','',30/4/2013
'','',23/5/2013
'','',13/5
'','',5/5
'','',19/4
'','',6/5
'',depok,06/05/2013
'','',2/5
'','jakarta pusat',''
'','',1/5
'','',2/4
'','',1/5
'','',2/5
'','',5/5/2013
'','',1/5
'','',3/5/2013
'','',1/5/2013
'',bandung,''
'','',1/5/2013
'',bandung,1/5/2013
'','',''
'',malang,1/5
'','',23/4/2013
'','',24/4
'','',11/4
'','',24/4
0,'',2/5/2013
'1 real madrid','',''
0,'',''
0,'',''
1,'',28/4
'','',24/4
'','',6/5
'',bandung,7/5
'',ambon,''
'','',7/5
'','',24/4
'','',''
'','',''
'','',''
'','',14/6/2013
'','',18/4
'',semarang,22-28/4/2013
'','',''
'','',''
'',metro,25/4
'uang proyek simulator sim','',24/5
'','',10/5
'','jakarta selatan',20/4
'','',24/4
'','',23/5/2013
'','',7/5
'','',7/5/2013
'','',26/4/2013
'',pekanbaru,30/4
'',cilacap,21/9
'','',''
'','',24/12/2012
'','',15/5/2013
'','',21/4
'','',18/4
'','',17/5/2013
'','',16/5/2013
'','',5/5
'','',15/5/2013
belawan,medan,''
'','',30/4
'','',''
'','',''
'',banjarnegara,19/4
'',surabaya,14/4/2013
'','',''
'','',17/5/2013
'','',2/5/2013
'','',5/5
'','',''
'','',21/5/2013
'','',19/5
'',buleleng,18/5
'',badung,6/5
'',denpasar,''
'','',21/4/2013
'',bantul,29/4
'','jakarta selatan',22/5/2013
'','',21/4
'',balikpapan,''
'','',''
'','',''
'','',16/6/2013
'',surabaya,6/5
'',surabaya,6/5/2013
'','',''
'',sidoarjo,15/5
'gus ipul khofifahherman',sidoarjo,15/5
'',surabaya,4/5
'','',14/4
'','',''
'',bandung,20/5
'moon kutuk tembak personel pasu pelihara damai pbb','',19/4
'','',''
'','',24/4
'',yogyakarta,25/5
'','',''
'',bangkalan,20/4
'',surabaya,20/4/2013
'','',''
'','',''
'',medan,7/5/2013
'',buol,24/4/2013
'',bogor,''
'',puncak,9/5/2012
'','',17/4
'','',''
'collapse toll tops 600','',''
'','',''
'','',24/4
'','',''
'','',24/4/2013
'',yogyakarta,''
'',jayawijaya,28/4
'',ponorogo,20/4
'','ogan komering ulu selatan',27/4
'',poso,''
'','bone bolango',14/5
'','pidie jaya',5/5
'','jakarta timur',7/5/2013
'',mamuju,20/4
'','kuantan singingi',6/5
'',tasikmalaya,20/4
'',sampang,11/6
'','',''
'','kutai kartanegara',19/4
'',donggala,19/4
'','mandailing natal',''
'',poso,25/4
'',bandung,20/4
'','jakarta pusat',17/4
'',poso,''
'',sijunjung,2/5
'',klaten,21/4
'','',25/4/2013
'','',19/5
'','',22/5
'','',5/5/2013
'',jambi,''
'','',15/4
'','',''
'','',15/5/2013
'','',15/5/2013
'','',''
'','',19/4
'','',''
'','',15/4
'','',7/5/2013
'','',19/4
'','',''
'','',''
'',bandung,19/4/2013
'',palembang,5/5/2013
'','',18/4
8,'',''
'ktp cegah palsu','',''
'ktp sulit bank','',1/1/2014
'','',2/5
'1 bayern final dfb pokal','',17/4/2013
'',baru,*
'',pandeglang,27/4
'shabab as penjara',mimika,14/5
'','',21/4
'',bantul,15/4
'','',7/5
'',semarang,''
'',belitung,29/4
'','',5/5
'','',20/4
'','',18/5/2013
'','',''
'','',24/5
'',bekasi,25/4/2013
'',medan,''
'','',''
'','',''
'',palembang,23/6
'',banyuwangi,30/4
'',banyuwangi,''
'',yogyakarta,24/4
69,'',''
'',sorong,7/5
'palsu bikin usaha bangkrut','',23/4
'','',21/5/2013
'','',24/4
'','',24/4
'','',''
'','',''
'','',24/4
'','',4/5
'buru main abidal','',20/4
'',medan,1/5
'',bandung,29/4
'','',15/4
'','jakarta selatan',17/4
'','',18/4
'','',15/4
'','',5/4/2013
'','',5/5/2013
'',bandung,5/5
1,bandung,''
0,'',''
2,pekanbaru,''
'',banjar,24/4
'',pekanbaru,27/4
'','barito utara',20/4
200,'',5/5/2013
'','',''
'','',28/4
'','',22/4
'',binjai,22/4
'',palu,21/4/2013
'',manado,14/4/2013
'','banda aceh',9/5/2013
'','',26/4/2013
'assad mundur','',''
'',palu,19/4/2013
'','',19/4
'','',18/4/2013
'','jakarta selatan',16/5
'','',4/5
'','',11/5/2013
'900 er airbus a320 dreamliner',tangerang,25/4
'',tangerang,25/4
'','',16/5/2013
'','halmahera selatan',''
'','jakarta pusat',16/4/2013
'','',17/4
'','lampung selatan',25/5/2013
'',denpasar,8/5/2013
'',dumai,6/5/2013
'',pidie,24/4
'',semarang,''
'',ternate,16/5/2013
'','jakarta pusat',23/4/2013
'',bima,30/4
'',padang,24/5
'',denpasar,15/5
'',semarang,9-22/5/2013
'','',''
'','',''
'','',26/5/2013
'','',20/4/2013
'','',''
'','',2/5
'','',''
'','',''
'','',26/5/2013
0,'',''
0,'',''
'','',24/4
'','',''
1,'',16/4
0,'',''
'dusel muenchen benci','',25/5/2013
'','',1/5/2013
'',indramayu,5/5/2013
'',pontianak,22/5
'',tangerang,28/4/2013
1,wonosobo,5/7/1994
'2 habis',bima,''
'',denpasar,24/5
'',pontianak,''
lambung,sidoarjo,4/5
'',batam,13/4
sia,'',29/4
'','',18/4
'','jakarta selatan',26/4/2013
'','',''
'','',''
'','',''
'','',18/4/2013
'','',18/4/2013
35,'',18/6/2013
'','',21/4
'an android ios','',''
'','',''
'',banyumas,''
'','gunung kidul',''
'60 kantor cabang','',''
'','',6/5/2013
'','',''
'',padang,24/4
'',padang,24/4
'','',24/4
'said optimistis rebut hati masyarakat jatim','',18/5
'',batam,23/5/2013.saat
'',dumai,27/4
'','banda aceh',24/5
'','',s-1
'','',''
'','jakarta pusat',12/4/1973
'',makassar,24/4
'','',1/5
'','',2/5
'','',29/04
'','',''
'','',2/5/2013
'','',''
'','',16/5/2013
'','',17/5
'','',''
'',bekasi,6/5
'','',''
'','',''
'',surakarta,13/3/2013
'','',16/5/2013
'','jakarta utara',21/4
'','',20/4
'','',23/4
'','',22/4/2013
'','',25/4/2013
'','',12/4/2013
'','jakarta barat',15/4/2013
'','',''
'','',''
'',medan,27/5/2013
'',lamongan,''
'','',''
'','',''
'',puncak,''
'',bandung,''
'',salatiga,23/4/2013
'',bekasi,''
'',bekasi,14/4/2013
'',bekasi,24/4
'',bekasi,''
0,'',23/4/2013
'',bandung,19/5
'',palembang,''
'','',''
'',surabaya,24/4/2013
'','',''
'','',''
'','',20/5/2013
'','',''
'','',''
'','',21/4
'',trenggalek,27/4
'',banjarnegara,20/4
'',bima,18/4/2013
'',kupang,''
'',ciamis,5/5
'','',21/5/2013
'','',22/5/2013
'','',''
'coret baju',semarang,''
'',karawang,11/6
'','',29/4/2013
'','',25/4
'','',''
'','',24/4
'','',20/5/2013
'','jakarta selatan',20/5/2013
'',bogor,''
'',mataram,''
'','',15/5/2013
'',bojonegoro,20/4
'',pekanbaru,''
'',bengkulu,''
'','',''
'','',''
'','',''
'','',16/5
'','',5/5/2013
'','',5/5/2013
'',baru,15/5/2013
'',sumenep,15/5/2013
'',grobogan,6/5
'',makassar,''
'','',11/6/2013
'','',''
'','',''
'','',''
'','',4/5
'','',''
'','',''
'','',15/5
'','',''
'','',''
'','',''
'',yogyakarta,18/4/2013
'','bandar lampung',''
'','',''
'',bantul,empowering
'','',''
'','',26/5
'','',15/5
'','',''
'','jakarta pusat',25/4
'','',''
'',depok,15/4
'','',25/5/2013
'','',24/4
'','jakarta selatan',20/4
'','',16/4
'','',2/5
'','',27/4
'','',''
'2 ubl','',''
'','',''
'','',''
'','',''
'main polka dot','',''
'','',5/5/2013
'','',4/5
'','',''
'','',4/5/2013
'',cilacap,20/4/2013
'',bandung,''
dragon,'',19/4/2013
'','',''
'','',''
'','',18/4
'',semarang,26/5
'','jakarta pusat',22/4
'','',22/4
besaran,surabaya,15/4
'','',21/4/2013
'','',''
'',bogor,28/4
'','',22/4
'',sidoarjo,8/4/2013
'','',29/4
'','',27/5/2013
'',bandung,23/4/2013
'',sleman,''
'','',''
'','',''
'','',7/1/2012
'','',''
66,'',''
'','',25/4
'','',31/12/2012
'','',''
'','',24/4
'','jakarta utara',29/4/2013
'','',''
'','',''
'','',25/4
'','',15/5
'','',3/5/2013
'','',27/5/2013
'','',20/5
'',yogyakarta,''
'','',6/5
'','',15/5
'toll guna bank','',''
toll,'',6/5
'','',''
'',banjarnegara,''
'','',14/6/2013
'','',7/5
'','',''
'','',''
'','',''
'','puncak jaya',6/5/2013
'','',''
'','',''
'','',6/5
'',yogyakarta,''
'','',''
'',semarang,26/5
'','jakarta pusat',''
'',semarang,15/5
'','',1/5
'','',23/5
'',semarang,''
'','',4/5
'','',23/5/2013
'','',20/5/2013
'','',20/5
'',gianyar,5/5/2013
'','',6/5
'',metro,7/5
'','',''
'',bogor,1/5
'',bogor,1/5
'',bima,30/6/2013
'','',15/5/2013
'','',18/4/2013
'',binjai,22/4
'','',''
'','',3g
'','',24/5/2013
'','',18/5
'','',15/5
'','',15/5
'','',15/5
'',karimun,31/12/2008
'','',''
'','',''
'','',27/4
19,'',''
'','',22/4
19,jayapura,22/4
'','',26/5
'','',''
'','',3/5
'','',29/4
'','',''
'','lampung barat',''
'','lampung selatan',''
'',buru,29/4/2013
'',manado,27/4/2013
'',pekanbaru,19/4
'','',''
'','',''
'','',21/4
'','',25/4
'','',1/4/2013
'',karawang,''
'',semarang,1/5
'',semarang,25/2/2013
'',semarang,25/2/2013
'','',29/4
'',mataram,15/4/2013
'',tangerang,19/4
'','jakarta pusat',15/4/2013
'',semarang,16/5/2013
'','',15/5
'',mataram,''
'','jakarta barat',6/5
'',mataram,15/4/2013
'','',15/5
'','jakarta timur',''
'','jakarta timur',28/4
'',sidoarjo,23/5/2013
'',denpasar,19/4
'','',16/4/2013
'',tangerang,19/4
'','jakarta barat',12/6/2013
'',tangerang,''
'','',27/4
'',bogor,22/4/2013
'',ponorogo,''
'',bengkulu,''
'',surabaya,21/4
'',pasaman,''
'','',24/4
'','',''
'','',22/5/2013
'','',''
'',jayapura,''
'','',''
'',bandung,''
'',bandung,14/4
0,bandung,13/4/2013
'','',15/5
'','',7/5
'','',''
'','padang lawas utara',6/5
'','',19/4
'',pekanbaru,18/4/2013
'','jakarta pusat',27/4/2013
'',magelang,14/4
'','',21/5
'','',29/4/2013
'','',''
'','',20/4
'',bogor,18/4/2013
'',bogor,''
'','',7/5/2013
'',semarang,''
'','',1/5
'','',11/9/2001
'','',21/4/2013
'','',15/4/2013
'',surabaya,7-19/4/2013
'','',''
amputasi,'',''
'','',''
'','',15/4/2013
'','',23/4
'','',11/9/2001
'','',''
'','',''
'','',5/5/2013
'','',''
'','',''
'','',25/5
'','',20/5/2013
'','',''
'','',''
'','',''
'','',''
'','',''
'','',20/4/2013
'',surabaya,24/5/2013
'','',5/5
'ticketing krl 3 stasiun','jakarta pusat',30/5/2013
'','',20/4
'','',''
'','',1/5
'',medan,10/1/2013
'','',14/4/2013
'',lebak,5/5/2013
'',lebak,4/5/2013
'',tangerang,26/4/2013
'','',''
'','',''
'','',''
'','',27-29/5/2013
'',majalengka,3/5
'',samarinda,19/4
'',klaten,27/4
'',banjarnegara,4/5/2013
'unib gagas pusat studi bencana',bengkulu,''
'','',24/4
'','',24/4
'','',14/4
'','',25/4
