@relation 'document-trendanalisis.main.tools.weka.CoreWekaTFIDF-R1-W1000-prune-rate-1.0-C-I-N3-L-stemmerweka.core.stemmers.NullStemmer-stopwords-handlertrendanalisis.main.tools.weka.StopwordRecognizer-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \"\\\"\\r\\n\\t.,;:\\\'\\\"()?!1234567890&#/[]{}\"'

@attribute air numeric
@attribute aksi numeric
@attribute alias numeric
@attribute anak numeric
@attribute anggota numeric
@attribute api numeric
@attribute arah numeric
@attribute bakar numeric
@attribute banjir numeric
@attribute bawa numeric
@attribute berita numeric
@attribute bom numeric
@attribute buah numeric
@attribute bumi numeric
@attribute bunuh numeric
@attribute daerah numeric
@attribute dakwa numeric
@attribute dasar numeric
@attribute daya numeric
@attribute derajat numeric
@attribute edar numeric
@attribute gempa numeric
@attribute genang numeric
@attribute geng numeric
@attribute getar numeric
@attribute gudang numeric
@attribute guncang numeric
@attribute hujan numeric
@attribute hukum numeric
@attribute jalur numeric
@attribute jaring numeric
@attribute jenazah numeric
@attribute kait numeric
@attribute kasus numeric
@attribute kelompok numeric
@attribute kendara numeric
@attribute ketua numeric
@attribute korupsi numeric
@attribute kuat numeric
@attribute landa numeric
@attribute lantai numeric
@attribute laut numeric
@attribute ledakan numeric
@attribute libat numeric
@attribute menggerebek numeric
@attribute mobil numeric
@attribute motor numeric
@attribute narkoba numeric
@attribute pabrik numeric
@attribute padam numeric
@attribute pajak numeric
@attribute pelaku numeric
@attribute penggerebekan numeric
@attribute periksa numeric
@attribute perkosa numeric
@attribute potensi numeric
@attribute pusat numeric
@attribute putus numeric
@attribute rampok numeric
@attribute rendam numeric
@attribute sabu numeric
@attribute sebut numeric
@attribute senjata numeric
@attribute sepeda numeric
@attribute skala numeric
@attribute suap numeric
@attribute tahan numeric
@attribute temu numeric
@attribute terang numeric
@attribute terima numeric
@attribute teroris numeric
@attribute tsunami numeric
@attribute uang numeric
@attribute ungkap numeric

@data
{2 7.259853,8 50.373367,59 44.348115}
{0 15.033308,3 5.176116,8 37.292845,15 5.717697,39 5.942203,40 6.599069,59 27.430574}
{8 54.138834,15 8.663141,17 13.502375,22 18.351877,39 9.003301}
{0 7.145972,8 36.199104,12 6.804298,22 8.275591,35 6.96439,45 6.413589,46 6.108941,59 22.107131,61 6.881973}
{0 14.434144,8 50.304494,15 5.489814,27 6.336058,59 21.150989,61 4.969818}
{6 15.019656,27 19.367263,29 18.773529,57 18.773529,59 33.739281}
{8 70.010613,15 18.037154,69 16.732451}
{8 40.116059,17 5.998625,27 16.074558,32 6.230214,39 14.287497,59 21.012951}
{0 19.730523,8 37.843332,17 3.854567,22 4.97363,36 4.568825,46 3.671474,59 21.918877,63 4.136066,67 3.542972}
{0 13.748871,6 6.649388,8 15.361988,15 7.604769,22 8.384104,27 4.567863,29 17.078328,35 3.625806,39 11.792673,59 11.509431,73 3.282343}
{0 27.171792,3 7.080855,8 23.474347,39 8.128852,59 37.524643}
{6 15.384072,8 24.223274,22 6.793693,29 24.556381,35 15.866784,46 5.015022,57 6.981941,63 5.649628}
{0 9.432618,8 39.126453,17 4.459173,22 32.96822,27 6.10021,39 5.493001,59 5.383877}
{0 13.564748,8 31.547459,15 6.035484,17 2.650017,22 9.888626,27 7.10127,39 9.359192,59 15.069243,66 2.781107,73 4.788489}
{13 23.064202,21 59.262044,32 10.057388,64 11.691623}
{3 12.664134,13 14.93418,21 34.165467,38 6.986138,39 7.723822,56 7.723822,57 8.314671,64 7.570381,67 5.763272}
{13 7.964454,18 15.399447,19 18.888619,21 28.757047,38 7.203787,55 8.844864,64 7.806233,71 9.17111}
{13 6.573247,18 31.118327,19 15.589211,21 29.076025,24 7.29987,38 5.945451,55 7.29987}
{13 10.197005,21 36.818057,24 22.182199,26 16.774391,38 17.510366}
{13 10.08853,21 36.426389,38 9.124997,55 11.20374,56 10.08853,61 16.541355,71 11.616994}
