@relation document

@attribute text string

@data
'{setinggi,panen,panen,panen,panen,kepala,derita,sedikit,data,bulan,bulan,penati,alam,kata,kata,jumlah,jumlah,tanam,tanam,tanam,depalan,desa,desa,desa,adalah,luas,luas,luas,kira,jadi,luap,luap,alias,rendam,rendam,rendam,rendam,rendam,rendam,padi,padi,padi,padi,padi,antara,antara,badang,camat,camat,kali,ecamatan,banjir,banjir,banjir,banjir,banjir,banjir,ada,ada,hektare,hektare,lain,kerusakkan,metrotvnews.com,capai,puso,akibat,tanama,sentimeter,wilayah}'
'{total,tutup,atas,minggu,minggu,danau,harap,henti,kantor,listrik,sekolah,perekoniomian,sepakbola,perintah,daerah,dagang,rendam,rendam,rendam,rendam,rendam,bantu,bantu,jaga,libur,jembatan,selamat,banjir,banjir,banjir,banjir,banjir,banjir,darat,akibat,akibat,akibat,lantai,air,air,air,kampung,setinggi,setinggi,setinggi,kepala,kepala,tidur,panggung,istrahatkata,hari,warga,warga,warga,warga,warga,ujung,ujung,ikan,orang,transportasi,terisolir,aktivitas,lapor,desa,desa,korban,mesin,jadi,sembako,saat,buat,turut,rumah,hubung,ada,mati,anak,butuh,lain,layan,layan,jiwa,jiwa,dada,dada,landa}'
'{makan,tempat,tempat,tempat,tempat,tempat,amat,amat,siap,siap,tinggi,tinggi,nasi,kata,kata,republika.co.id,susul,siang,siang,bungkus,malam,tampak,tampak,paksa,mulai,daerah,nilai,bantu,bantu,asal,banjir,banjir,banjir,banjir,banjir,banjir,banjir,datang,dapat,dapat,dapat,akibat,jebol,jebol,kanan,kanan,genang,genang,yakni,yakni,yakni,yakni,hari,hari,hari,banding,ruko,warga,warga,warga,warga,warga,dasar,dasar,ujar,ikan,orang,sore,pulang,demak-,desa,desa,korban,sedia,logistik,jadi,jadi,jadi,saat,ingat,ingat,antara,camat,turut,rumah,ada,pukul,butuh,lain,lain,lain,jiwa,capai,tanggul,tanggul,tanggul,tanggul,aku,lokasi,lokasi,lokasi,catat,halaman,landa,ungsi,ungsi,ungsi,ungsi,ungsi,ungsi,ungsi,ungsi,ungsi,ungsi}'
'{setinggi,mogok,genang,tinggi,akun,variasi,variasi,tugas,kena,langsung,titik,tempo.co,buah,langgan,motor,lalu,imbas,jam,penanganan,malam,paksa,kendara,kemudi,terobos,terobos,ikut,lintas,menghimbau,ular,rendam,rendam,rendam,mobil,buat,diri,jalan,jalan,ruas,sebut,banjir,banjir,banjir,banjir,dapat,deras,timpa,air,sentimeter,sentimeter,sentimeter,depan,depan,depan,depan}'
'{tempat,aparat,huni,tinggi,kena,kena,kata,hujan,jumlah,jumlah,jumlah,jelas,jelas,timbul,duduk,duduk,tiba,tiba,malam,malam,nyaris,daerah,keluarga,keluarga,keluarga,curah,lintas,rendam,rendam,rendam,rendam,bantu,jalan,selamat,selamat,kondisi,hantam,banjir,banjir,banjir,banjir,banjir,banjir,banjir,banjir,banjir,sungai,datang,pasti,hektare,hektare,sawah,materi,terjang,terjang,akibat,alir,air,air,air,kebun,kebun,kepala,rugi,rugi,rugi,intensitas,pihak,data,tumpang,warga,warga,warga,warga,areal,areal,kopi,kopi,iptu,rusak,dampingi,tengah,masuk,masuk,masuk,sebab,desa,desa,desa,desa,desa,roboh,korban,korban,korban,harta,jadi,jadi,jadi,jadi,jadi,jadi,saat,saat,usaha,usaha,jelang,camat,diri,diri,rumah,rumah,rumah,rumah,rumah,rumah,rumah,sebut,ada,ada,pukul,terjun,jiwa,capai,akses,lokasi,lokasi,benda,wilayah,mukim,mukim,mukim,mukim}'
'{jadi,rendam,hari,rumah,arah,hujan,sore,transportasi,deras,akibat,siang,jalur,putus,tuju}'
'{tempat,tempat,makan,kepala,tanggulang,pihak,yakni,yakni,evakuasi,aman,data,kata,kata,kata,kata,titik,suka,jelas,sehat,bencana,bencana,pakai,desa,desa,korban,korban,adalah,daerah,luas,luas,jadi,jadi,jadi,bantu,terima,sekretaris,turun,banjir,banjir,banjir,lain,dapat,layan,posko,ungsi}'
'{tempat,relawan,cakup,yakni,yakni,data,langsung,lebat,upaya,hujan,hujan,stribusi,dasar,siang,desa,desa,kabupaten,sebab,sebab,dampak,jadi,jadi,luap,rendam,rendam,bantu,camat,rumah,banjir,banjir,banjir,banjir,banjir,tulis,ada,sungai,sungai,humas,butuh,metrotvnews.com,jiwa,deras,laku,wilayah,kait,landa,landa}'
'{tempat,belum,tinggi,pagi,bawah,kata,kata,kata,info,jelas,mulai,pinggir,kira,rendam,rendam,rendam,rendam,rendam,bantu,kemarin,sampai,sampai,banjir,banjir,banjir,banjir,banjir,banjir,banjir,banjir,temu,akibat,air,air,air,air,air,milik,setinggi,setinggi,guna,naik,naik,sepeda,kepala,genang,tanda,variasi,yakni,warga,warga,warga,warga,warga,warga,warga,tempo.co,ujar,ujar,ujar,dasar,pantau,sore,muka,motor,aktivitas,masuk,karet,lapor,tingkat,parkir,jadi,luap,saat,camat,perahu,turut,turut,persis,rumah,rumah,rumah,pukul,ada,ada,ada,ada,capai,jiwa,sentimeter,sentimeter,mukim,mukim,ketua,kirim,ungsi,ungsi}'
'{tempat,alat,atas,henti,kata,kata,drainase,hujan,titik,ungkap,tanam,rupiah,holtikultura,timbul,duduk,duduk,roda,selatan,trnas,perintah,tunggu,tani,daerah,daerah,kira,lintas,lintas,lintas,rendam,rendam,rendam,pulih,jalan,jalan,jalan,jalan,pilih,banjir,banjir,banjir,sungai,pasti,trans,trans,trans,trans,trans,trans,musibah,sulawesi.,akibat,akibat,akibat,alir,air,air,air,air,milik,guna,guna,panen,genang,genang,rupa,rugi,hari,arah,arah,jebak,warga,kerah,orang,bencana,angsur,angsur,sebab,korban,kendara,tuju,ikut,ikut,jadi,jadi,jadi,jadi,luap,luap,guyur,material,ada,capai,jiwa,jalur,jalur,jalur,jalur,menggenagi,menggenagi,mukim,mukim,mukim,landa,landa,landa}'
